name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Danny Ward,Leicester,Tottenham,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,227087.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Fulham,,0.53
Danny Ward,Leicester,Fulham,2024-08-24,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,251295.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Aston Villa,,0.66
Danny Ward,Leicester,Aston Villa,2024-08-31,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261896.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Crystal Palace,,0.2
Danny Ward,Leicester,Crystal Palace,2024-09-14,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254032.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Everton,,0.61
Danny Ward,Leicester,Everton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,250999.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Arsenal,,-0.56
Danny Ward,Leicester,Arsenal,2024-09-28,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,242562.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Bournemouth,,0.84
Danny Ward,Leicester,Bournemouth,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,243245.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Southampton,,-0.31
Danny Ward,Leicester,Southampton,2024-10-19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243529.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Nottingham Forest,,1.2
Danny Ward,Leicester,Nottingham Forest,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,242730.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Ipswich Town,,
Danny Ward,Leicester,Ipswich Town,2024-11-02,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,240343.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Manchester United,,-0.41
Danny Ward,Leicester,Manchester United,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,237134.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Chelsea,,0.0
Danny Ward,Leicester,Chelsea,2024-11-23,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,231014.0,0.0,0.0,0.0,0.0,0.0,,Leicester,False,Brentford,,-0.15
,Leicester,,,,,,,,,,,,,,,,,,,,,Leicester,True,West Ham,,0.48
,Leicester,,,,,,,,,,,,,,,,,,,,,Leicester,True,Brighton,,-0.42
