Opponent,Home Difficulty,Away Difficulty
Arsenal,-0.3372980896817701,1.5217179412621913
Aston Villa,-3.4841692446604413,2.0968961287673253
Bournemouth,2.0013247077016905,1.8308963825361406
Brentford,-2.0666128644678805,-1.0957442909488246
Brighton,-2.350078551263515,0.378831774061174
Burnley,-2.7671681579894947,-1.6292117564214665
Chelsea,-0.40657417617042074,0.9745288576374499
Crystal Palace,-2.1185313496632365,0.5392492470017375
Everton,-2.277932528341988,1.0819155888157592
Fulham,-0.43128510825728905,-1.7891757943655957
Leeds United,-1.9514682213237418,0.8491170340810039
Leicester City,-1.0690657559505945,0.06404282564461272
Liverpool,1.5431593993078103,2.0729290421016513
Luton,2.4797065273885894,3.072726518837288
Manchester City,3.229588379416045,2.908337937681511
Manchester United,-1.4353407080631124,0.6895119580305162
Norwich,-3.2351620958818534,-5.299323996063114
Nottingham Forest,2.1298368633487654,0.9808326354360912
Sheffield,-0.9608147386100416,-6.834135513120484
Southampton,-0.7211611162724576,-1.9897241005200899
Tottenham,-3.036958596709914,3.364623718810312
Watford,-0.16488261006787008,-2.397539470118317
West Ham,0.9180152784823341,0.2786689238637041
Wolverhampton,-2.133672584649106,0.7716239279090816
