name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Ryan Fredericks,DEF,West Ham,2.7,0,0,0,9,0,0,0.0,2,Newcastle United,0,0,0,1,False,0
Ryan Fredericks,DEF,West Ham,0.5,0,0,0,91,0,0,0.0,0,Aston Villa,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,-0.5,0,0,0,110,0,0,0.0,0,Liverpool,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.5,0,0,0,120,0,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,-0.5,0,0,0,129,0,0,0.0,0,Manchester City,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.5,0,0,0,136,0,0,0.0,0,Brighton,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,-0.5,0,0,0,149,0,0,0.0,0,Chelsea,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,1.0,0,0,0,154,0,0,0.0,0,Burnley,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.0,0,0,0,161,0,0,0.0,0,Arsenal,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.5,0,0,0,189,0,0,0.0,0,Southampton,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.5,0,0,0,20,0,0,0.0,0,Leeds United,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,1.0,0,0,0,200,0,0,0.0,0,Watford,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,1.5,0,0,0,204,0,0,0.0,0,Crystal Palace,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,1.5,0,0,0,179,0,0,0.0,0,Norwich,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.5,0,0,0,219,0,0,0.0,0,Leicester City,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.3,0,0,0,228,1,0,0.2,20,Manchester United,0,0,0,1,False,0
Ryan Fredericks,DEF,West Ham,1.2,0,0,0,235,0,0,0.0,0,Watford,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,1.2,0,0,0,245,0,0,0.1,23,Leeds United,0,0,0,1,False,0
Ryan Fredericks,DEF,West Ham,0.8,0,0,0,259,1,0,1.5,45,Newcastle United,0,0,0,0,True,1
Ryan Fredericks,DEF,West Ham,0.2,0,0,0,270,0,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,-0.1,0,0,0,274,0,0,0.0,0,Liverpool,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.7,0,0,0,290,1,0,0.5,33,Aston Villa,0,0,0,1,True,0
Ryan Fredericks,DEF,West Ham,0.8,0,0,0,28,0,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.2,0,0,0,298,0,0,0.0,0,Tottenham,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,1.5,0,0,0,309,1,0,3.6,90,Everton,0,0,0,2,True,0
Ryan Fredericks,DEF,West Ham,1.3,0,0,0,313,0,0,0.0,0,Brentford,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,1.2,0,0,0,329,0,0,0.0,0,Burnley,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.0,0,0,0,335,0,0,0.0,0,Chelsea,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.1,0,0,0,349,2,0,0.7,90,Arsenal,0,0,0,1,True,0
Ryan Fredericks,DEF,West Ham,0.7,0,0,0,360,0,0,0.0,0,Norwich,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,-0.8,0,0,0,369,0,0,0.0,0,Manchester City,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.2,0,0,0,373,0,0,0.0,0,Brighton,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.7,0,0,0,39,0,0,0.0,0,Southampton,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.0,0,0,0,49,0,0,0.0,0,Manchester United,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.0,0,0,0,56,0,0,0.0,0,Leicester City,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.2,0,0,0,69,0,0,0.0,0,Brentford,0,0,0,0,True,0
Ryan Fredericks,DEF,West Ham,0.0,0,0,0,74,0,0,0.0,0,Everton,0,0,0,0,False,0
Ryan Fredericks,DEF,West Ham,0.5,0,0,0,90,0,0,0.0,0,Tottenham,0,0,0,0,True,0
