name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-12-19,0,Tottenham,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-12-16,0,Newcastle United,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-12-01,0,Everton,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.3,2021-08-14,7,Norwich,1,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-10-30,0,Brighton,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-11-07,0,West Ham,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-12-11,0,Aston Villa,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-12-04,0,Wolverhampton,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-11-20,0,Arsenal,0,True
Harvey Elliott,MID,Liverpool,0,1,0,8.0,2021-08-21,90,Burnley,3,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-11-27,0,Southampton,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-12-28,0,Leeds United,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-01-23,0,Crystal Palace,0,False
Harvey Elliott,MID,Liverpool,0,0,0,2.3,2022-02-10,31,Leeds United,1,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-02-13,0,Burnley,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-02-19,0,Norwich,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-02-23,0,Leicester City,0,True
Harvey Elliott,MID,Liverpool,0,0,1,4.6,2021-08-28,90,Chelsea,2,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-03-12,0,Brighton,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-03-16,0,Arsenal,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-03-05,0,West Ham,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-01-02,0,Chelsea,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-01-16,0,Brentford,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-04-02,0,Watford,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-04-10,0,Manchester City,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-05-07,0,Tottenham,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-05-10,0,Aston Villa,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-05-22,0,Wolverhampton,0,True
Harvey Elliott,MID,Liverpool,0,1,0,5.6,2021-09-12,62,Leicester City,3,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-04-19,0,Manchester United,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-04-30,0,Newcastle United,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2022-04-24,0,Everton,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-09-18,0,Crystal Palace,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-09-25,0,Brentford,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-10-03,0,Manchester City,0,True
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-10-16,0,Watford,0,False
Harvey Elliott,MID,Liverpool,0,0,0,0.0,2021-10-24,0,Manchester United,0,False
Harvey Elliott,MID,Liverpool,0,0,1,7.1,2022-05-17,64,Southampton,2,False
