name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,total_points,was_home,yellow_cards
Jon McCracken,GK,Norwich,0.7,0,0,0,194,0,0,Crystal Palace,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-1.0,0,0,0,179,0,0,West Ham,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-0.5,0,0,0,217,0,0,Everton,0,0,0,0,0,True,0
Jon McCracken,GK,Norwich,0.0,0,0,0,230,0,0,Watford,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-0.5,0,0,0,234,0,0,Crystal Palace,0,0,0,0,0,True,0
Jon McCracken,GK,Norwich,-1.5,0,0,0,248,0,0,Manchester City,0,0,0,0,0,True,0
Jon McCracken,GK,Norwich,-1.5,0,0,0,256,0,0,Liverpool,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-0.5,0,0,0,269,0,0,Southampton,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-1.5,0,0,0,277,0,0,Brentford,0,0,0,0,0,True,0
Jon McCracken,GK,Norwich,-1.5,0,0,0,297,0,0,Chelsea,0,0,0,0,0,True,0
Jon McCracken,GK,Norwich,-0.5,0,0,0,287,0,0,Leicester City,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-0.5,0,0,0,301,0,0,Brighton,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,0.0,0,0,0,318,0,0,Burnley,0,0,0,0,0,True,0
Jon McCracken,GK,Norwich,-1.0,0,0,0,324,0,0,Manchester United,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-0.5,0,0,0,340,0,0,Newcastle United,0,0,0,0,0,True,0
Jon McCracken,GK,Norwich,-0.5,0,0,0,341,0,0,Aston Villa,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-1.0,0,0,0,360,0,0,West Ham,0,0,0,0,0,True,0
Jon McCracken,GK,Norwich,-1.0,0,0,0,207,0,0,Leeds United,0,0,0,0,0,False,0
Jon McCracken,GKP,Norwich,-0.5,0,0,0,370,0,0,Wolverhampton,0,0,0,0,0,False,0
Jon McCracken,GK,Norwich,-1.0,0,0,0,380,0,0,Tottenham,0,0,0,0,0,True,0
