name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Steven Alzate,MID,Brighton,0,0,0,2.2,2021-12-26,5,Brentford,1,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-12-15,0,Wolverhampton,0,True
Steven Alzate,MID,Brighton,0,0,1,3.7,2021-08-14,71,Burnley,2,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-12-01,0,West Ham,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-11-06,0,Newcastle United,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-08-21,0,Watford,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-12-04,0,Southampton,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-10-30,0,Liverpool,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-11-20,0,Aston Villa,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-11-27,0,Leicester City,0,True
Steven Alzate,MID,Brighton,0,0,0,0.4,2021-12-29,2,Chelsea,1,False
Steven Alzate,MID,Brighton,0,0,1,1.3,2022-01-23,61,Leeds United,2,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-02-12,0,Watford,0,False
Steven Alzate,MID,Brighton,0,0,1,1.9,2022-02-15,30,Manchester United,1,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-08-28,0,Everton,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-02-19,0,Burnley,0,True
Steven Alzate,MID,Brighton,0,0,1,0.3,2022-03-12,45,Liverpool,1,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-03-16,0,Tottenham,0,True
Steven Alzate,MID,Brighton,0,0,2,1.6,2022-03-05,78,Newcastle United,2,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-01-02,0,Everton,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-01-14,0,Crystal Palace,0,True
Steven Alzate,MID,Brighton,0,0,1,1.7,2022-01-18,90,Chelsea,2,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-02-26,0,Aston Villa,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-05-22,0,West Ham,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-04-02,0,Norwich,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-09-11,0,Brentford,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-05-07,0,Manchester United,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-04-09,0,Arsenal,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-09-19,0,Leeds United,0,True
Steven Alzate,MID,Brighton,0,0,0,0.2,2021-09-27,19,Crystal Palace,1,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-10-02,0,Arsenal,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-10-16,0,Norwich,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2021-10-23,0,Manchester City,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-04-30,0,Wolverhampton,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-04-16,0,Tottenham,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-04-20,0,Manchester City,0,False
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-04-24,0,Southampton,0,True
Steven Alzate,MID,Brighton,0,0,0,0.0,2022-05-15,0,Leicester City,0,False
