name,position,team,xP,assists,bonus,clean_sheets,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,total_points,was_home,yellow_cards
Kris Moore,DEF,Leeds,0.9,0,0,0,173,0,0,0.0,0,Arsenal,0,0,0,0,True,0
Kris Moore,DEF,Leeds,0.5,0,0,0,206,0,0,0.0,0,Burnley,0,0,0,0,True,0
Kris Moore,DEF,Leeds,-0.5,0,0,0,219,0,0,0.0,0,West Ham,0,0,0,0,False,0
Kris Moore,DEF,Leeds,0.5,0,0,0,226,0,0,0.0,0,Newcastle United,0,0,0,0,True,0
Kris Moore,DEF,Leeds,0.0,0,0,0,231,0,0,0.0,0,Aston Villa,0,0,0,0,False,0
Kris Moore,DEF,Leeds,0.0,0,0,0,244,0,0,0.0,0,Everton,0,0,0,0,False,0
Kris Moore,DEF,Leeds,-1.5,0,0,0,255,0,0,0.0,0,Manchester United,0,0,0,0,True,0
Kris Moore,DEF,Leeds,-1.5,0,0,0,184,0,0,0.0,0,Liverpool,0,0,0,0,False,0
Kris Moore,DEF,Leeds,-0.5,0,0,0,267,0,0,0.0,0,Tottenham,0,0,0,0,True,0
Kris Moore,DEF,Leeds,0.0,0,0,0,273,0,0,0.0,0,Leeds United,0,0,0,0,False,0
Kris Moore,DEF,Leeds,0.0,0,0,0,196,0,0,0.0,0,Aston Villa,0,0,0,0,True,0
Kris Moore,DEF,Leeds,0.5,0,0,0,287,0,0,0.0,0,Norwich,0,0,0,0,True,0
Kris Moore,DEF,Leeds,-0.5,0,0,0,300,0,0,0.0,0,Wolverhampton,0,0,0,0,False,0
Kris Moore,DEF,Leeds,0.0,0,0,0,305,0,0,0.0,0,Southampton,0,0,0,0,True,0
Kris Moore,DEF,Leeds,0.5,0,0,0,320,0,0,0.0,0,Watford,0,0,0,0,False,0
Kris Moore,DEF,Leeds,0.0,0,0,0,336,0,0,0.0,0,Crystal Palace,0,0,0,0,False,0
Kris Moore,DEF,Leeds,-1.0,0,0,0,343,0,0,0.0,0,Manchester City,0,0,0,0,True,0
Kris Moore,DEF,Leeds,-1.0,0,0,0,351,0,0,0.0,0,Arsenal,0,0,0,0,False,0
Kris Moore,DEF,Leeds,-1.0,0,0,0,323,0,0,0.0,0,Chelsea,0,0,0,0,True,0
Kris Moore,DEF,Leeds,0.0,0,0,0,363,0,0,0.0,0,Brighton,0,0,0,0,True,0
Kris Moore,DEF,Leeds,0.5,0,0,0,372,0,0,0.0,0,Brentford,0,0,0,0,False,0
