name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Reece Welch,DEF,Everton,0,0,0,0.0,2021-12-16,0,Chelsea,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2021-12-12,0,Crystal Palace,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2021-11-28,0,Brentford,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2021-12-01,0,Liverpool,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2021-11-07,0,Tottenham,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2021-11-21,0,Manchester City,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2021-11-01,0,Wolverhampton,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2021-12-06,0,Arsenal,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-01-02,0,Brighton,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-01-15,0,Norwich,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-02-26,0,Manchester City,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-04-03,0,West Ham,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-04-06,0,Burnley,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-02-08,0,Newcastle United,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-02-12,0,Leicester City,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-01-22,0,Aston Villa,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-04-09,0,Manchester United,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-02-19,0,Southampton,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-03-13,0,Wolverhampton,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-03-17,0,Newcastle United,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-04-20,0,Leeds United,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-03-07,0,Tottenham,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-04-24,0,Liverpool,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-05-01,0,Chelsea,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-05-22,0,Arsenal,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-05-15,0,Brentford,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-05-19,0,Crystal Palace,0,0,True
Reece Welch,DEF,Everton,0,0,0,0.0,2022-05-08,0,Leeds United,0,0,False
Reece Welch,DEF,Everton,0,0,0,0.0,2022-05-11,0,Watford,0,0,False
