name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Jamaal Lascelles,DEF,Newcastle,0,0,4,0.6,2021-12-19,90,Manchester City,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,0,1,3.2,2021-12-27,90,Manchester United,0,2,True
Jamaal Lascelles,DEF,Newcastle,0,0,3,2.8,2021-12-16,90,Liverpool,0,1,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-02-26,7,Brentford,0,1,False
Jamaal Lascelles,DEF,Newcastle,0,0,2,0.3,2021-08-28,90,Southampton,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,0,4,1.1,2021-12-12,90,Leeds United,0,0,False
Jamaal Lascelles,DEF,Newcastle,0,0,2,0.2,2021-08-21,90,Aston Villa,0,1,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2021-08-15,0,West Ham,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,0,1,2.1,2022-02-08,90,Everton,1,3,True
Jamaal Lascelles,DEF,Newcastle,0,0,2,1.5,2021-11-27,90,Arsenal,0,0,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2021-11-30,0,Norwich,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,0,3,2.4,2021-10-30,90,Chelsea,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,0,3,10.3,2021-11-20,90,Brentford,1,5,True
Jamaal Lascelles,DEF,Newcastle,1,1,0,5.7,2021-12-04,90,Burnley,0,7,True
Jamaal Lascelles,DEF,Newcastle,0,0,1,3.0,2021-11-06,90,Brighton,0,1,False
Jamaal Lascelles,DEF,Newcastle,0,0,1,5.9,2022-01-15,90,Watford,0,2,True
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-02-13,0,Aston Villa,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,1,0,2.1,2022-01-22,68,Leicester City,0,6,False
Jamaal Lascelles,DEF,Newcastle,0,0,1,1.5,2022-03-13,90,Chelsea,0,2,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-03-17,0,Everton,0,0,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-03-05,0,Brighton,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-03-10,0,Southampton,0,0,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-02-19,0,West Ham,0,0,False
Jamaal Lascelles,DEF,Newcastle,0,0,1,0.3,2022-04-03,20,Tottenham,0,1,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-04-08,0,Wolverhampton,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,0,0,1.3,2022-04-30,29,Liverpool,0,1,True
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-04-17,0,Leeds United,0,0,True
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2022-04-20,0,Crystal Palace,0,0,True
Jamaal Lascelles,DEF,Newcastle,1,1,0,1.9,2022-04-23,90,Norwich,0,7,False
Jamaal Lascelles,DEF,Newcastle,0,0,1,4.4,2021-09-17,90,Leicester City,0,2,True
Jamaal Lascelles,DEF,Newcastle,0,0,4,3.9,2021-09-11,90,Manchester United,0,0,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,1.2,2022-05-16,41,Arsenal,0,1,True
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2021-10-02,0,Wolverhampton,0,0,False
Jamaal Lascelles,DEF,Newcastle,0,0,0,0.0,2021-09-25,0,Watford,0,0,False
Jamaal Lascelles,DEF,Newcastle,0,0,1,0.0,2022-05-22,90,Burnley,0,2,False
Jamaal Lascelles,DEF,Newcastle,0,0,3,4.9,2021-10-17,90,Tottenham,0,1,True
Jamaal Lascelles,DEF,Newcastle,0,0,1,3.2,2021-10-23,90,Crystal Palace,0,1,False
Jamaal Lascelles,DEF,Newcastle,0,0,5,8.1,2022-05-08,90,Manchester City,0,0,False
