name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Juraj Kucka,MID,Watford,0,1,0,1.1,2021-08-14,68,Aston Villa,2,True
Juraj Kucka,MID,Watford,0,0,1,1.6,2021-10-30,90,Southampton,1,True
Juraj Kucka,MID,Watford,0,0,1,2.5,2021-11-07,88,Arsenal,-1,False
Juraj Kucka,MID,Watford,0,0,0,0.0,2021-11-20,0,Manchester United,0,True
Juraj Kucka,MID,Watford,0,0,0,0.0,2021-11-28,0,Leeds United,0,False
Juraj Kucka,MID,Watford,0,0,0,2.0,2021-12-01,17,Chelsea,1,True
Juraj Kucka,MID,Watford,0,0,1,1.3,2021-12-04,45,Manchester City,1,True
Juraj Kucka,MID,Watford,0,0,2,2.6,2021-12-10,90,Brentford,2,False
Juraj Kucka,MID,Watford,0,0,0,0.0,2021-08-21,0,Brighton,0,False
Juraj Kucka,MID,Watford,0,0,4,5.7,2021-12-28,90,West Ham,2,True
Juraj Kucka,MID,Watford,0,0,1,2.8,2022-01-01,90,Tottenham,2,True
Juraj Kucka,MID,Watford,0,0,1,3.1,2022-01-15,76,Newcastle United,2,False
Juraj Kucka,MID,Watford,0,0,1,0.0,2022-01-21,1,Norwich,-1,True
Juraj Kucka,MID,Watford,0,1,0,5.9,2022-02-05,90,Burnley,3,False
Juraj Kucka,MID,Watford,0,0,1,1.5,2022-02-08,90,West Ham,2,False
Juraj Kucka,MID,Watford,0,0,1,4.2,2022-02-12,45,Brighton,1,True
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-02-19,0,Aston Villa,0,False
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-02-23,0,Crystal Palace,0,True
Juraj Kucka,MID,Watford,0,0,0,0.4,2022-02-26,10,Manchester United,1,False
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-03-06,0,Arsenal,0,True
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-03-10,0,Wolverhampton,0,False
Juraj Kucka,MID,Watford,2,0,1,9.3,2022-03-13,90,Southampton,7,False
Juraj Kucka,MID,Watford,0,0,1,1.9,2021-08-29,90,Tottenham,2,False
Juraj Kucka,MID,Watford,0,0,2,2.1,2022-04-02,90,Liverpool,2,False
Juraj Kucka,MID,Watford,0,0,1,1.1,2022-04-09,71,Leicester City,2,True
Juraj Kucka,MID,Watford,0,0,1,2.0,2022-04-16,83,Brentford,2,True
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-04-23,0,Manchester City,0,False
Juraj Kucka,MID,Watford,0,0,2,7.9,2022-04-30,90,Burnley,4,True
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-05-07,0,Crystal Palace,0,False
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-05-11,0,Everton,0,True
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-05-15,0,Leeds United,0,True
Juraj Kucka,MID,Watford,0,0,0,0.0,2022-05-22,0,Chelsea,0,False
Juraj Kucka,MID,Watford,0,0,2,2.0,2021-09-11,90,Wolverhampton,2,True
Juraj Kucka,MID,Watford,0,0,1,2.5,2021-09-18,90,Norwich,2,False
Juraj Kucka,MID,Watford,0,0,1,3.2,2021-09-25,63,Newcastle United,2,True
Juraj Kucka,MID,Watford,0,0,1,3.0,2021-10-02,90,Leicester City,2,False
Juraj Kucka,MID,Watford,0,0,5,3.2,2021-10-16,90,Liverpool,2,True
Juraj Kucka,MID,Watford,0,0,2,9.2,2021-10-23,90,Everton,7,False
