name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2021-12-14,0,Aston Villa,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2021-12-26,0,Arsenal,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2021-12-28,0,Crystal Palace,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-01-12,0,West Ham,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-01-15,0,Everton,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-02-25,0,Southampton,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-04-02,0,Brighton,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-02-09,0,Crystal Palace,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-02-12,0,Manchester City,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-01-21,0,Watford,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-04-10,0,Burnley,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-02-19,0,Liverpool,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-03-13,0,Leicester City,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-03-05,0,Brentford,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-03-10,0,Chelsea,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-04-16,0,Manchester United,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-04-23,0,Newcastle United,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-04-30,0,Aston Villa,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-05-22,0,Tottenham,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-05-08,0,West Ham,0,True
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-05-11,0,Leeds United,0,False
Thomas Dickson-Peters,FWD,Norwich,0,0.0,2022-05-15,0,Wolverhampton,0,False
