name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-08-14,0,Wolverhampton,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-10-30,0,Arsenal,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-11-07,0,Leicester City,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-11-20,0,Chelsea,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-11-28,0,Watford,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-12-01,0,Southampton,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-12-05,0,Aston Villa,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-12-12,0,Newcastle United,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-12-26,0,Manchester City,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-08-23,0,West Ham,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-12-28,0,Liverpool,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2022-01-19,0,Tottenham,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2022-01-23,0,Brighton,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2022-02-10,0,Liverpool,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2022-02-13,0,West Ham,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2022-02-20,0,Wolverhampton,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2022-03-01,0,Burnley,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.4,2022-03-05,14,Leicester City,1,True
Nampalys Mendy,MID,Leicester,0,0,2,1.7,2022-03-13,60,Arsenal,2,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-08-28,0,Norwich,0,False
Nampalys Mendy,MID,Leicester,0,0,1,0.7,2022-03-20,90,Brentford,2,True
Nampalys Mendy,MID,Leicester,0,0,1,2.3,2022-04-02,90,Manchester United,2,False
Nampalys Mendy,MID,Leicester,0,0,1,0.7,2022-04-10,90,Crystal Palace,2,True
Nampalys Mendy,MID,Leicester,0,0,2,1.1,2022-04-17,90,Newcastle United,1,False
Nampalys Mendy,MID,Leicester,0,1,0,1.0,2022-04-20,83,Everton,3,False
Nampalys Mendy,MID,Leicester,0,1,0,0.8,2022-04-23,90,Aston Villa,2,True
Nampalys Mendy,MID,Leicester,0,0,3,1.0,2022-05-01,90,Tottenham,2,False
Nampalys Mendy,MID,Leicester,0,0,2,1.6,2022-05-08,65,Everton,1,True
Nampalys Mendy,MID,Leicester,0,0,0,0.5,2022-05-11,45,Norwich,1,True
Nampalys Mendy,MID,Leicester,0,0,1,0.3,2022-05-15,45,Watford,1,False
Nampalys Mendy,MID,Leicester,0,0,1,1.5,2022-05-19,90,Chelsea,2,False
Nampalys Mendy,MID,Leicester,0,0,1,0.0,2022-05-22,90,Southampton,2,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-09-11,0,Manchester City,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-09-19,0,Brighton,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-09-25,0,Burnley,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-10-03,0,Crystal Palace,0,False
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-10-16,0,Manchester United,0,True
Nampalys Mendy,MID,Leicester,0,0,0,0.0,2021-10-24,0,Brentford,0,False
