name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Ashley Barnes,FWD,Burnley,0,1.2,2021-08-14,20,Brighton,1,True
Ashley Barnes,FWD,Burnley,0,0.0,2021-10-30,0,Brentford,0,True
Ashley Barnes,FWD,Burnley,0,0.0,2021-11-06,0,Chelsea,0,False
Ashley Barnes,FWD,Burnley,0,0.0,2021-11-20,0,Crystal Palace,0,True
Ashley Barnes,FWD,Burnley,0,0.0,2021-12-01,0,Wolverhampton,0,False
Ashley Barnes,FWD,Burnley,0,0.0,2021-12-04,0,Newcastle United,0,False
Ashley Barnes,FWD,Burnley,0,0.0,2021-12-12,0,West Ham,0,True
Ashley Barnes,FWD,Burnley,0,7.3,2021-08-21,90,Liverpool,2,False
Ashley Barnes,FWD,Burnley,0,0.0,2021-12-30,0,Manchester United,0,False
Ashley Barnes,FWD,Burnley,0,0.0,2022-01-02,0,Leicester City,0,False
Ashley Barnes,FWD,Burnley,0,0.0,2022-01-23,0,Arsenal,0,False
Ashley Barnes,FWD,Burnley,0,0.0,2022-02-05,0,Watford,0,True
Ashley Barnes,FWD,Burnley,0,0.1,2022-02-08,2,Manchester United,1,True
Ashley Barnes,FWD,Burnley,0,0.0,2022-02-13,15,Liverpool,1,True
Ashley Barnes,FWD,Burnley,0,0.0,2022-02-19,2,Brighton,1,False
Ashley Barnes,FWD,Burnley,0,0.0,2022-02-23,1,Tottenham,1,True
Ashley Barnes,FWD,Burnley,0,0.1,2022-02-26,2,Crystal Palace,1,False
Ashley Barnes,FWD,Burnley,0,0.3,2022-03-01,2,Leeds United,1,True
Ashley Barnes,FWD,Burnley,0,0.4,2022-03-05,12,Chelsea,0,True
Ashley Barnes,FWD,Burnley,0,0.0,2022-03-12,0,Brentford,0,False
Ashley Barnes,FWD,Burnley,0,2.0,2021-08-29,78,Leicester City,1,True
Ashley Barnes,FWD,Burnley,0,0.0,2022-04-02,9,Manchester City,1,True
Ashley Barnes,FWD,Burnley,0,0.0,2022-04-06,0,Everton,0,True
Ashley Barnes,FWD,Burnley,0,0.4,2022-04-10,6,Norwich,1,False
Ashley Barnes,FWD,Burnley,0,0.0,2022-04-17,0,West Ham,0,False
Ashley Barnes,FWD,Burnley,0,0.0,2022-04-21,0,Southampton,0,True
Ashley Barnes,FWD,Burnley,0,0.0,2022-04-24,26,Wolverhampton,0,True
Ashley Barnes,FWD,Burnley,0,3.6,2022-04-30,30,Watford,1,False
Ashley Barnes,FWD,Burnley,0,2.5,2022-05-07,71,Aston Villa,2,True
Ashley Barnes,FWD,Burnley,0,0.0,2022-05-15,77,Tottenham,2,False
Ashley Barnes,FWD,Burnley,2,7.1,2022-05-19,70,Aston Villa,8,False
Ashley Barnes,FWD,Burnley,0,0.0,2022-05-22,90,Newcastle United,2,True
Ashley Barnes,FWD,Burnley,0,1.4,2021-09-13,75,Everton,2,False
Ashley Barnes,FWD,Burnley,0,1.3,2021-09-18,56,Arsenal,0,True
Ashley Barnes,FWD,Burnley,0,2.4,2021-09-25,15,Leeds United,1,False
Ashley Barnes,FWD,Burnley,0,0.3,2021-10-02,10,Norwich,1,True
Ashley Barnes,FWD,Burnley,0,4.1,2021-10-16,34,Manchester City,1,False
Ashley Barnes,FWD,Burnley,0,0.0,2021-10-23,0,Southampton,0,False
