name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,total_points,was_home
Edinson Cavani,FWD,Man Utd,0,0.0,2021-08-14,0,Leicester City,0,True
Edinson Cavani,FWD,Man Utd,2,8.5,2021-10-30,81,Tottenham,8,False
Edinson Cavani,FWD,Man Utd,0,0.0,2021-11-06,0,Manchester City,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2021-11-20,0,Watford,0,False
Edinson Cavani,FWD,Man Utd,0,0.0,2021-11-28,0,Chelsea,0,False
Edinson Cavani,FWD,Man Utd,0,0.0,2021-12-02,0,Arsenal,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2021-12-05,0,Crystal Palace,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2021-12-11,0,Norwich,0,False
Edinson Cavani,FWD,Man Utd,0,10.9,2021-12-27,45,Newcastle United,5,False
Edinson Cavani,FWD,Man Utd,0,0.0,2021-08-22,0,Southampton,0,False
Edinson Cavani,FWD,Man Utd,0,2.3,2021-12-30,90,Burnley,2,True
Edinson Cavani,FWD,Man Utd,0,0.9,2022-01-03,90,Wolverhampton,2,True
Edinson Cavani,FWD,Man Utd,0,0.9,2022-01-15,90,Aston Villa,2,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-01-19,0,Brentford,0,False
Edinson Cavani,FWD,Man Utd,0,2.9,2022-01-22,8,West Ham,4,True
Edinson Cavani,FWD,Man Utd,0,5.5,2022-02-08,67,Burnley,2,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-02-12,0,Southampton,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2022-02-15,0,Brighton,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2022-02-20,0,Leicester City,0,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-02-26,0,Watford,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2022-03-06,0,Manchester City,0,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-03-12,10,Tottenham,1,True
Edinson Cavani,FWD,Man Utd,0,0.3,2021-08-29,37,Wolverhampton,1,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-04-02,0,Leeds United,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2022-04-09,0,Everton,0,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-04-16,0,Norwich,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2022-04-19,0,Liverpool,0,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-04-23,0,Arsenal,0,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-04-28,0,Chelsea,0,True
Edinson Cavani,FWD,Man Utd,0,1.6,2022-05-02,15,Brentford,1,True
Edinson Cavani,FWD,Man Utd,0,3.8,2022-05-07,45,Brighton,1,False
Edinson Cavani,FWD,Man Utd,0,0.0,2022-05-22,90,Crystal Palace,2,False
Edinson Cavani,FWD,Man Utd,0,0.0,2021-09-11,0,Newcastle United,0,True
Edinson Cavani,FWD,Man Utd,0,0.0,2021-09-19,0,West Ham,0,False
Edinson Cavani,FWD,Man Utd,0,2.1,2021-09-25,8,Aston Villa,1,True
Edinson Cavani,FWD,Man Utd,0,3.4,2021-10-02,56,Everton,1,True
Edinson Cavani,FWD,Man Utd,0,0.0,2021-10-16,0,Leeds United,0,False
Edinson Cavani,FWD,Man Utd,0,3.6,2021-10-24,28,Liverpool,1,True
