name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,total_points,was_home
Emiliano Martínez,GK,Aston Villa,0,0,3,2021-08-14,90,Watford,0,0,4,2,False
Emiliano Martínez,GK,Aston Villa,0,0,4,2021-10-31,90,West Ham,0,0,4,1,True
Emiliano Martínez,GK,Aston Villa,0,0,1,2021-11-05,90,Southampton,0,0,2,2,False
Emiliano Martínez,GK,Aston Villa,0,1,0,2021-11-20,90,Brighton,0,0,2,6,True
Emiliano Martínez,GK,Aston Villa,0,0,1,2021-11-27,90,Crystal Palace,0,0,2,2,False
Emiliano Martínez,GK,Aston Villa,0,0,2,2021-12-01,90,Manchester City,0,0,5,2,True
Emiliano Martínez,GK,Aston Villa,0,0,1,2021-12-05,90,Leeds United,0,0,3,3,True
Emiliano Martínez,GK,Aston Villa,0,0,1,2021-12-11,90,Liverpool,0,0,4,3,False
Emiliano Martínez,GK,Aston Villa,0,1,0,2021-12-14,90,Norwich,0,0,3,7,False
Emiliano Martínez,GK,Aston Villa,0,0,3,2021-12-26,90,Chelsea,0,0,1,0,True
Emiliano Martínez,GK,Aston Villa,0,1,0,2021-08-21,90,Newcastle United,0,0,1,5,True
Emiliano Martínez,GK,Aston Villa,0,0,2,2022-01-02,90,Brentford,0,0,2,1,False
Emiliano Martínez,GK,Aston Villa,0,0,2,2022-01-15,90,Manchester United,0,0,4,2,True
Emiliano Martínez,GK,Aston Villa,0,1,0,2022-01-22,90,Everton,0,0,0,5,False
Emiliano Martínez,GK,Aston Villa,0,0,3,2022-02-09,90,Leicester City,0,0,4,2,True
Emiliano Martínez,GK,Aston Villa,0,0,1,2022-02-13,90,Newcastle United,0,0,1,2,False
Emiliano Martínez,GK,Aston Villa,0,0,1,2022-02-19,90,Watford,0,0,3,3,True
Emiliano Martínez,GK,Aston Villa,0,1,0,2022-02-26,90,Brighton,0,0,1,5,False
Emiliano Martínez,GK,Aston Villa,0,1,0,2022-03-05,90,Southampton,0,0,1,6,True
Emiliano Martínez,GK,Aston Villa,0,1,0,2022-03-10,90,Leicester City,0,0,1,6,False
Emiliano Martínez,GK,Aston Villa,0,0,2,2022-03-13,90,West Ham,0,0,2,1,False
Emiliano Martínez,GK,Aston Villa,0,0,1,2021-08-28,90,Brentford,0,0,1,2,True
Emiliano Martínez,GK,Aston Villa,0,0,1,2022-03-19,90,Arsenal,0,0,3,3,True
Emiliano Martínez,GK,Aston Villa,0,0,2,2022-04-02,90,Wolverhampton,0,0,3,2,False
Emiliano Martínez,GK,Aston Villa,0,0,4,2022-04-09,90,Tottenham,0,0,1,0,True
Emiliano Martínez,GK,Aston Villa,0,1,0,2022-04-23,90,Leeds United,0,0,2,6,False
Emiliano Martínez,GK,Aston Villa,0,1,0,2022-04-30,90,Norwich,0,0,3,7,True
Emiliano Martínez,GK,Aston Villa,0,0,1,2022-05-07,90,Burnley,0,0,5,3,False
Emiliano Martínez,GK,Aston Villa,0,0,2,2022-05-10,90,Liverpool,0,0,3,2,True
Emiliano Martínez,GKP,Aston Villa,0,0,1,2022-05-15,90,Crystal Palace,0,0,3,3,True
Emiliano Martínez,GKP,Aston Villa,0,0,1,2022-05-19,90,Burnley,0,0,3,3,True
Emiliano Martínez,GK,Aston Villa,0,0,0,2022-05-22,0,Manchester City,0,0,0,0,False
Emiliano Martínez,GK,Aston Villa,0,0,0,2021-09-11,0,Chelsea,0,0,0,0,False
Emiliano Martínez,GK,Aston Villa,2,1,0,2021-09-18,90,Everton,0,0,1,8,True
Emiliano Martínez,GK,Aston Villa,2,1,0,2021-09-25,90,Manchester United,0,0,4,9,False
Emiliano Martínez,GK,Aston Villa,1,0,2,2021-10-03,90,Tottenham,0,0,6,4,False
Emiliano Martínez,GK,Aston Villa,0,0,3,2021-10-16,90,Wolverhampton,0,0,1,1,True
Emiliano Martínez,GK,Aston Villa,2,0,3,2021-10-22,90,Arsenal,0,1,6,10,False
