name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Carlos Baleba,Brighton,Everton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.45,0.03,1.0,Brighton,True,Manchester United,-2.4,0.39
Carlos Baleba,Brighton,Manchester United,2024-08-24,True,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,8.5,0.0,0.0,0.78,0.45,0.03,2.0,Brighton,False,Arsenal,-1.78,-0.56
Carlos Baleba,Brighton,Arsenal,2024-08-31,False,90.0,0.0,0.13,0.0,0.02,2.0,4.0,1.0,2.8,0.0,1.0,1.0,0.04,35.67,0.0,0.0,0.78,0.45,0.03,3.0,Brighton,True,Ipswich Town,,
Carlos Baleba,Brighton,Ipswich Town,2024-09-14,True,90.0,0.0,0.19,0.0,0.06,3.0,4.0,1.0,5.3,0.0,1.0,1.5,0.08,49.25,0.0,0.0,0.78,0.45,0.03,1.0,Brighton,True,Nottingham Forest,-0.8,1.2
Carlos Baleba,Brighton,Nottingham Forest,2024-09-22,True,61.0,0.0,0.02,0.0,0.0,1.0,1.0,0.0,0.6,0.0,1.0,1.4,0.07,51.6,0.0,0.0,0.78,0.45,0.03,12.0,Brighton,False,Chelsea,-0.59,-0.9
Carlos Baleba,Brighton,Chelsea,2024-09-28,False,90.0,1.0,0.38,1.0,0.03,12.0,3.0,1.0,11.6,2.0,1.0,3.8,0.34,58.0,0.0,0.0,0.78,0.45,0.03,2.0,Brighton,True,Tottenham,-0.36,0.74
Carlos Baleba,Brighton,Tottenham,2024-10-06,True,73.0,0.0,0.0,0.0,0.03,2.0,0.0,1.0,2.1,0.0,1.0,4.0,0.34,60.14,0.0,0.0,0.78,0.45,0.03,3.0,Brighton,False,Newcastle United,1.9,-0.44
Carlos Baleba,Brighton,Newcastle United,2024-10-19,False,70.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.5,0.0,1.0,4.2,0.32,61.38,0.0,0.0,0.78,0.45,0.03,3.0,Brighton,True,Wolverhampton,-1.51,-0.08
Carlos Baleba,Brighton,Wolverhampton,2024-10-26,True,79.0,0.0,0.05,0.0,0.1,3.0,3.0,2.0,6.4,0.0,1.0,4.2,0.29,63.33,0.0,0.0,0.78,0.45,0.03,,Brighton,False,Liverpool,-1.55,-1.08
,Brighton,,,,,,,,,,,,,,,,,,,,,,,,Brighton,True,Manchester City,2.39,-1.18
,Brighton,,,,,,,,,,,,,,,,,,,,,,,,Brighton,False,Bournemouth,0.25,-0.04
