name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rodrigo Bentancur,Spurs,Leicester City,2024-08-19,False,MC,77.0,0.0,0.19,0.0,0.0,1.0,3.0,0.0,4.4,0.0,0.0,1.0,True,0.0,0.0,77.0,1.0,1.0,1.62,0.51,0.03,0.0,Spurs,True,Everton,,0.61
Rodrigo Bentancur,Spurs,Everton,,True,,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,False,1.0,0.19,38.5,1.0,1.0,1.62,0.51,0.03,0.0,Spurs,False,Newcastle United,,-0.44
Rodrigo Bentancur,Spurs,Newcastle United,2024-09-01,False,Sub,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,False,0.5,0.09,28.33,1.0,1.0,1.62,0.51,0.03,1.0,Spurs,True,Arsenal,,-0.32
Rodrigo Bentancur,Spurs,Arsenal,2024-09-15,True,MC,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,1.0,True,0.33,0.06,38.0,1.0,1.0,1.62,0.51,0.03,2.0,Spurs,True,Brentford,,0.54
Rodrigo Bentancur,Spurs,Brentford,2024-09-21,True,MC,62.0,0.0,0.03,0.0,0.0,2.0,1.0,0.0,1.6,0.0,0.0,1.0,True,0.5,0.05,42.8,1.0,1.0,1.62,0.51,0.03,3.0,Spurs,False,Manchester United,,-0.41
Rodrigo Bentancur,Spurs,Manchester United,2024-09-29,False,MC,90.0,0.0,0.0,0.0,0.05,3.0,0.0,1.0,4.3,0.0,1.0,0.0,True,0.8,0.04,50.67,1.0,1.0,1.62,0.51,0.03,2.0,Spurs,False,Brighton,,-0.61
Rodrigo Bentancur,Spurs,Brighton,2024-10-06,False,MC,78.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,True,1.2,0.01,54.57,1.0,1.0,1.62,0.51,0.03,1.0,Spurs,True,West Ham,,0.48
Rodrigo Bentancur,Spurs,West Ham,2024-10-19,True,Sub,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,False,1.6,0.01,48.88,1.0,1.0,1.62,0.51,0.03,1.0,Spurs,False,Crystal Palace,,0.2
Rodrigo Bentancur,Spurs,Crystal Palace,2024-10-27,False,Sub,3.0,0.0,0.02,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,False,1.8,0.01,43.78,1.0,1.0,1.62,0.51,0.03,,Spurs,False,Wolverhampton,,-0.53
,Spurs,,,,,,,,,,,,,,,,,,,,,,,,,,,Spurs,True,Fulham,,0.27
,Spurs,,,,,,,,,,,,,,,,,,,,,,,,,,,Spurs,False,Aston Villa,,0.11
