name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Kasper Schmeichel,GK,Leicester,0,0,1,2022-03-20,90,Brentford,0,0,5,1406292,3,True
Kasper Schmeichel,GK,Leicester,0,1,0,2022-03-01,90,Burnley,0,0,2,1092720,6,False
Kasper Schmeichel,GK,Leicester,0,0,6,2021-12-26,90,Manchester City,0,0,2,1075203,-1,False
Kasper Schmeichel,GK,Leicester,3,1,0,2021-12-28,90,Liverpool,0,1,4,1067414,15,True
Kasper Schmeichel,GK,Leicester,0,0,3,2022-01-19,90,Tottenham,0,0,5,1166838,2,True
Kasper Schmeichel,GK,Leicester,0,0,4,2021-08-23,90,West Ham,0,0,3,1462965,1,False
Kasper Schmeichel,GK,Leicester,2,1,0,2021-08-14,90,Wolverhampton,0,0,3,1114563,9,True
Kasper Schmeichel,GK,Leicester,0,0,2,2021-11-28,90,Watford,0,0,3,1277883,2,True
Kasper Schmeichel,GK,Leicester,0,0,1,2021-08-28,90,Norwich,0,0,3,1528484,3,False
Kasper Schmeichel,GK,Leicester,0,1,0,2021-12-12,90,Newcastle United,0,0,3,1156340,7,True
Kasper Schmeichel,GK,Leicester,0,0,2,2021-10-30,90,Arsenal,0,0,4,1404233,2,True
Kasper Schmeichel,GK,Leicester,0,0,2,2022-02-10,90,Liverpool,0,0,9,1125888,4,False
Kasper Schmeichel,GK,Leicester,0,0,2,2021-12-01,90,Southampton,0,0,5,1261556,2,False
Kasper Schmeichel,GK,Leicester,0,0,1,2021-11-07,90,Leicester City,0,0,4,1356720,3,False
Kasper Schmeichel,GK,Leicester,0,0,2,2021-12-05,90,Aston Villa,0,0,2,1221536,1,False
Kasper Schmeichel,GK,Leicester,0,0,3,2021-11-20,90,Chelsea,0,0,4,1314062,1,True
Kasper Schmeichel,GK,Leicester,0,0,2,2022-02-13,90,West Ham,0,0,1,1117005,1,True
Kasper Schmeichel,GKP,Leicester,0,0,0,2022-05-15,0,Watford,0,0,0,1640141,0,False
Kasper Schmeichel,GKP,Leicester,0,0,1,2022-05-19,90,Chelsea,0,0,6,1640141,4,False
Kasper Schmeichel,GK,Leicester,2,0,1,2022-04-10,90,Crystal Palace,0,1,2,1209971,9,True
Kasper Schmeichel,GK,Leicester,0,0,1,2022-01-23,90,Brighton,0,0,3,1144014,3,True
Kasper Schmeichel,GK,Leicester,0,0,1,2022-04-02,90,Manchester United,0,0,4,1176615,3,False
Kasper Schmeichel,GK,Leicester,0,0,3,2022-05-01,90,Tottenham,0,0,4,1465366,2,False
Kasper Schmeichel,GK,Leicester,0,0,2,2022-03-13,90,Arsenal,0,0,5,1096868,2,False
Kasper Schmeichel,GK,Leicester,1,1,0,2022-04-23,90,Aston Villa,0,0,3,1414132,8,True
Kasper Schmeichel,GK,Leicester,3,1,0,2022-03-05,90,Leicester City,0,0,4,1086538,10,True
Kasper Schmeichel,GK,Leicester,0,0,2,2022-02-20,90,Wolverhampton,0,0,1,1086216,1,False
Kasper Schmeichel,GK,Leicester,1,0,2,2022-04-17,90,Newcastle United,0,0,5,1433171,3,False
Kasper Schmeichel,GK,Leicester,0,0,1,2022-04-20,90,Everton,0,0,2,1433171,2,False
Kasper Schmeichel,GK,Leicester,0,0,1,2021-09-11,90,Manchester City,0,0,7,1521522,4,True
Kasper Schmeichel,GK,Leicester,0,0,2,2021-09-19,90,Brighton,0,0,3,1611155,2,False
Kasper Schmeichel,GK,Leicester,0,0,2,2021-09-25,90,Burnley,0,0,2,1652153,1,True
Kasper Schmeichel,GK,Leicester,0,0,2,2021-10-03,90,Crystal Palace,0,0,2,1571547,1,False
Kasper Schmeichel,GK,Leicester,0,0,2,2021-10-16,90,Manchester United,0,0,4,1479395,2,True
Kasper Schmeichel,GK,Leicester,0,0,1,2021-10-24,90,Brentford,0,0,4,1443557,3,False
Kasper Schmeichel,GK,Leicester,0,0,1,2022-05-22,90,Southampton,0,0,1,1645504,2,True
Kasper Schmeichel,GK,Leicester,0,0,2,2022-05-08,90,Everton,0,0,2,1709180,1,True
Kasper Schmeichel,GK,Leicester,0,1,0,2022-05-11,90,Norwich,0,0,5,1709180,7,True
