name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Mohamed Elyounoussi,MID,Southampton,1,0,2,7.1,2021-12-26,90,West Ham,8720,8,False
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.0,2021-12-28,0,Tottenham,10950,0,True
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.0,2021-12-15,0,Crystal Palace,9645,0,False
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.0,2021-08-22,0,Manchester United,2246,0,True
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.0,2021-08-14,0,Everton,1933,0,False
Mohamed Elyounoussi,MID,Southampton,1,0,2,16.2,2021-08-28,90,Newcastle United,2757,8,False
Mohamed Elyounoussi,MID,Southampton,0,1,0,4.2,2021-10-30,69,Watford,15383,3,False
Mohamed Elyounoussi,MID,Southampton,0,0,1,1.7,2021-12-11,47,Arsenal,10291,1,False
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.0,2021-11-27,0,Liverpool,13637,0,False
Mohamed Elyounoussi,MID,Southampton,2,0,2,12.5,2022-02-09,90,Tottenham,8305,9,False
Mohamed Elyounoussi,MID,Southampton,0,0,1,6.3,2021-11-20,56,Norwich,15503,1,False
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.3,2021-12-01,16,Leeds United,12684,1,True
Mohamed Elyounoussi,MID,Southampton,0,1,0,1.9,2021-11-05,76,Aston Villa,15074,3,True
Mohamed Elyounoussi,MID,Southampton,0,0,1,0.1,2021-12-04,6,Brighton,11400,0,True
Mohamed Elyounoussi,MID,Southampton,1,0,1,7.8,2022-02-12,70,Manchester United,9471,6,False
Mohamed Elyounoussi,MID,Southampton,0,0,1,0.0,2022-01-22,45,Manchester City,8492,0,True
Mohamed Elyounoussi,MID,Southampton,0,1,0,7.8,2022-02-19,90,Everton,9712,3,True
Mohamed Elyounoussi,MID,Southampton,0,0,2,1.1,2022-03-05,45,Aston Villa,23344,1,False
Mohamed Elyounoussi,MID,Southampton,1,0,2,11.6,2022-03-13,90,Watford,20239,8,True
Mohamed Elyounoussi,MID,Southampton,0,0,2,8.2,2022-03-10,84,Newcastle United,23344,5,True
Mohamed Elyounoussi,MID,Southampton,0,1,0,8.1,2022-02-25,90,Norwich,32864,3,True
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.0,2022-01-11,0,Brentford,9660,0,True
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.0,2022-01-15,0,Wolverhampton,8918,0,False
Mohamed Elyounoussi,MID,Southampton,0,0,6,2.0,2022-04-09,90,Chelsea,19898,2,True
Mohamed Elyounoussi,MID,Southampton,0,0,1,6.5,2022-04-02,90,Leicester City,20387,1,False
Mohamed Elyounoussi,MID,Southampton,0,1,0,7.6,2021-09-11,90,West Ham,8332,3,True
Mohamed Elyounoussi,MID,Southampton,0,1,0,6.4,2021-09-18,90,Manchester City,8910,3,False
Mohamed Elyounoussi,MID,Southampton,0,0,1,0.0,2022-05-22,71,Leeds United,14938,2,False
Mohamed Elyounoussi,MID,Southampton,0,0,1,4.3,2021-09-26,90,Wolverhampton,14081,2,True
Mohamed Elyounoussi,MID,Southampton,0,0,1,0.1,2021-10-02,3,Chelsea,13969,1,False
Mohamed Elyounoussi,MID,Southampton,0,0,1,0.6,2022-04-30,10,Crystal Palace,20632,1,True
Mohamed Elyounoussi,MID,Southampton,0,1,0,3.6,2021-10-16,90,Leicester City,16096,3,True
Mohamed Elyounoussi,MID,Southampton,0,0,2,3.1,2021-10-23,90,Burnley,16820,1,True
Mohamed Elyounoussi,MID,Southampton,0,0,0,0.0,2022-04-24,0,Brighton,21067,0,False
Mohamed Elyounoussi,MID,Southampton,0,0,1,1.3,2022-05-07,26,Brentford,17142,1,False
Mohamed Elyounoussi,MID,Southampton,0,1,0,8.6,2022-04-16,90,Arsenal,22861,6,True
Mohamed Elyounoussi,MID,Southampton,0,0,2,3.2,2022-04-21,65,Burnley,22861,2,False
Mohamed Elyounoussi,MID,Southampton,0,0,2,0.6,2022-05-17,90,Liverpool,15453,2,True
