name,position,team,bonus,clean_sheets,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,total_points,was_home
Álvaro Fernández,GK,Brentford,0,0,0,2022-03-20,0,Leeds United,0,0,0,50296,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2022-02-26,0,Newcastle United,0,0,0,55305,0,True
Álvaro Fernández,GK,Brentford,0,0,1,2022-01-02,90,Aston Villa,0,0,4,146523,3,True
Álvaro Fernández,GK,Brentford,0,0,4,2022-01-11,90,Southampton,1,0,3,146523,-1,False
Álvaro Fernández,GK,Brentford,0,0,2,2021-12-26,90,Brighton,0,0,3,71468,2,False
Álvaro Fernández,GK,Brentford,0,0,1,2021-12-29,90,Manchester City,0,0,2,64393,2,True
Álvaro Fernández,GK,Brentford,0,0,3,2022-01-16,90,Liverpool,0,0,10,85970,4,False
Álvaro Fernández,GK,Brentford,0,0,0,2022-01-19,0,Manchester United,0,0,0,85970,0,True
Álvaro Fernández,GK,Brentford,2,1,0,2021-11-28,90,Everton,0,0,5,46886,9,True
Álvaro Fernández,GK,Brentford,0,0,3,2021-10-30,90,Burnley,0,0,2,46718,1,False
Álvaro Fernández,GK,Brentford,0,0,0,2021-08-21,0,Crystal Palace,0,0,0,924,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2021-08-28,0,Aston Villa,0,0,0,2420,0,False
Álvaro Fernández,DEF,Man Utd,0,0,0,2022-04-23,0,Arsenal,0,0,0,0,0,False
Álvaro Fernández,DEF,Man Utd,0,0,0,2022-04-28,0,Chelsea,0,0,0,0,0,True
Álvaro Fernández,GK,Brentford,0,0,1,2021-12-10,90,Watford,0,0,1,74457,2,True
Álvaro Fernández,GK,Brentford,0,0,2,2021-12-05,90,Leicester City,0,0,4,56488,2,False
Álvaro Fernández,DEF,Man Utd,0,0,0,2022-05-02,0,Brentford,0,0,0,63,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2022-02-09,0,Manchester City,0,0,0,74049,0,False
Álvaro Fernández,GK,Brentford,0,0,2,2021-11-06,90,Norwich,0,0,4,52728,2,True
Álvaro Fernández,GK,Brentford,0,0,2,2021-12-02,90,Tottenham,0,0,5,50139,2,False
Álvaro Fernández,GK,Brentford,0,0,3,2021-11-20,90,Newcastle United,0,0,6,50675,3,False
Álvaro Fernández,GK,Brentford,0,0,0,2022-02-12,0,Crystal Palace,0,0,0,66142,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2022-04-10,0,West Ham,0,0,0,45677,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2022-04-02,0,Chelsea,0,0,0,46743,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2022-01-22,0,Wolverhampton,0,0,0,82671,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2022-03-12,0,Burnley,0,0,0,49597,0,True
Álvaro Fernández,DEF,Man Utd,0,0,0,2022-05-22,0,Crystal Palace,0,0,0,529,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2022-05-02,0,Manchester United,0,0,0,41898,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2022-04-23,0,Tottenham,0,0,0,42887,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2022-04-16,0,Watford,0,0,0,43678,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2022-02-19,0,Arsenal,0,0,0,57507,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2022-03-05,0,Norwich,0,0,0,51668,0,False
Álvaro Fernández,DEF,Man Utd,0,0,0,2022-05-07,0,Brighton,0,0,0,225,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2021-09-11,0,Brighton,0,0,0,4733,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2021-09-18,0,Wolverhampton,0,0,0,5118,0,False
Álvaro Fernández,GKP,Brentford,0,0,0,2022-05-15,0,Everton,0,0,0,38999,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2021-09-25,0,Liverpool,0,0,0,5509,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2021-10-24,0,Leeds United,0,0,0,6797,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2021-10-03,0,West Ham,0,0,0,5923,0,False
Álvaro Fernández,GK,Brentford,0,0,0,2021-10-16,0,Chelsea,0,0,0,6472,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2022-05-22,0,Leicester City,0,0,0,38666,0,True
Álvaro Fernández,GK,Brentford,0,0,0,2022-05-07,0,Southampton,0,0,0,39679,0,True
