name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Edward Nketiah,FWD,Arsenal,0,0.1,2022-03-19,12,Aston Villa,24619,1,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-12-18,0,Leicester City,26427,0,False
Edward Nketiah,FWD,Arsenal,0,0.7,2021-12-15,8,West Ham,12236,1,True
Edward Nketiah,FWD,Arsenal,0,0.0,2021-12-26,0,Norwich,31837,0,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-08-28,0,Manchester City,6202,0,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-08-13,0,Brentford,8562,0,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-10-30,0,Leeds United,10087,0,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-08-22,0,Chelsea,6834,0,True
Edward Nketiah,FWD,Arsenal,0,0.0,2021-12-11,0,Southampton,12108,0,True
Edward Nketiah,FWD,Arsenal,0,0.0,2021-11-20,0,Liverpool,10908,0,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-11-27,0,Newcastle United,10945,0,True
Edward Nketiah,FWD,Arsenal,0,0.0,2022-02-10,9,Wolverhampton,21238,1,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-11-07,0,Watford,10643,0,True
Edward Nketiah,FWD,Arsenal,0,0.4,2021-12-02,11,Manchester United,11032,1,False
Edward Nketiah,FWD,Arsenal,0,5.1,2021-12-06,19,Everton,11288,1,False
Edward Nketiah,FWD,Arsenal,0,0.7,2022-01-23,13,Burnley,20454,1,True
Edward Nketiah,FWD,Arsenal,0,0.0,2022-03-13,2,Leeds United,23045,1,True
Edward Nketiah,FWD,Arsenal,0,0.1,2022-03-16,10,Liverpool,23045,1,True
Edward Nketiah,FWD,Arsenal,0,0.0,2022-02-19,6,Brentford,21593,1,True
Edward Nketiah,FWD,Arsenal,0,3.6,2022-02-24,14,Wolverhampton,21593,4,True
Edward Nketiah,FWD,Arsenal,0,0.0,2022-03-06,10,Watford,21285,0,False
Edward Nketiah,FWD,Arsenal,0,0.0,2022-01-01,0,Manchester City,22575,0,True
Edward Nketiah,FWD,Arsenal,0,0.0,2021-09-11,0,Norwich,6210,0,True
Edward Nketiah,FWD,Arsenal,0,0.0,2022-05-22,66,Everton,1060565,6,True
Edward Nketiah,FWD,Arsenal,0,0.0,2021-09-18,0,Burnley,7560,0,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-09-26,0,Tottenham,8018,0,True
Edward Nketiah,FWD,Arsenal,0,4.1,2022-05-16,90,Newcastle United,900968,1,False
Edward Nketiah,FWD,Arsenal,3,15.5,2022-05-08,90,Leicester City,786826,13,True
Edward Nketiah,FWD,Arsenal,0,0.0,2021-10-02,0,Brighton,8283,0,False
Edward Nketiah,FWD,Arsenal,0,2.3,2022-05-12,72,Tottenham,786826,2,False
Edward Nketiah,FWD,Arsenal,0,0.0,2021-10-18,0,Crystal Palace,8644,0,True
Edward Nketiah,FWD,Arsenal,0,0.0,2021-10-22,0,Aston Villa,8944,0,True
Edward Nketiah,FWD,Arsenal,0,4.1,2022-04-09,28,Brighton,23234,1,True
Edward Nketiah,FWD,Arsenal,0,2.0,2022-04-04,24,Crystal Palace,23275,1,False
Edward Nketiah,FWD,Arsenal,0,8.6,2022-05-01,90,West Ham,368172,1,False
Edward Nketiah,FWD,Arsenal,0,5.6,2022-04-23,90,Manchester United,166592,2,True
Edward Nketiah,FWD,Arsenal,0,4.0,2022-04-16,90,Southampton,27068,2,False
Edward Nketiah,FWD,Arsenal,3,12.3,2022-04-20,69,Chelsea,27068,13,False
