name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Lewis Dunk,DEF,Brighton,0,0,2,4.8,2022-02-26,90,Aston Villa,0,192573,1,True
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2022-01-02,0,Everton,0,193747,0,False
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2022-01-14,0,Crystal Palace,0,183745,0,True
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2022-01-18,0,Chelsea,0,183745,0,True
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2021-12-26,0,Brentford,0,207602,0,True
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2021-12-29,0,Chelsea,0,202433,0,False
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2021-12-15,0,Wolverhampton,0,259863,0,True
Lewis Dunk,DEF,Brighton,0,0,1,2.0,2021-08-14,90,Burnley,0,437885,2,False
Lewis Dunk,DEF,Brighton,0,1,0,1.2,2021-08-21,90,Watford,0,435444,6,True
Lewis Dunk,DEF,Brighton,0,0,2,2.6,2021-10-30,90,Liverpool,0,396968,1,False
Lewis Dunk,DEF,Brighton,0,0,2,1.6,2021-08-28,90,Everton,0,425832,1,True
Lewis Dunk,DEF,Brighton,0,1,0,0.9,2021-11-27,90,Leicester City,0,388730,6,True
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2021-12-04,0,Southampton,0,384749,0,False
Lewis Dunk,DEF,Brighton,0,0,1,4.7,2021-12-01,90,West Ham,0,382885,2,False
Lewis Dunk,DEF,Brighton,0,0,1,2.8,2021-11-06,90,Newcastle United,0,425182,2,True
Lewis Dunk,DEF,Brighton,0,0,2,2.4,2021-11-20,90,Aston Villa,0,415074,1,False
Lewis Dunk,DEF,Brighton,0,1,0,2.0,2022-02-12,90,Watford,0,202193,5,False
Lewis Dunk,DEF,Brighton,0,0,2,0.7,2022-02-15,53,Manchester United,0,202193,-3,False
Lewis Dunk,DEF,Brighton,0,1,0,4.9,2022-04-02,90,Norwich,0,195433,6,True
Lewis Dunk,DEF,Brighton,0,0,1,5.4,2022-04-09,90,Arsenal,0,194152,2,False
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2022-01-23,0,Leeds United,0,181578,0,False
Lewis Dunk,DEF,Brighton,0,0,2,1.5,2022-03-12,90,Liverpool,0,197003,1,True
Lewis Dunk,DEF,Brighton,0,0,2,2.4,2022-03-16,90,Tottenham,0,197003,1,True
Lewis Dunk,DEF,Brighton,0,1,0,3.1,2022-04-16,90,Tottenham,0,200951,5,False
Lewis Dunk,DEF,Brighton,0,0,3,1.8,2022-04-20,90,Manchester City,0,200951,0,False
Lewis Dunk,DEF,Brighton,0,0,2,4.2,2022-04-24,90,Southampton,0,201214,1,True
Lewis Dunk,DEF,Brighton,0,1,0,2.3,2022-04-30,90,Wolverhampton,0,200830,6,False
Lewis Dunk,DEF,Brighton,0,0,0,0.0,2022-02-19,0,Burnley,0,187850,0,True
Lewis Dunk,DEF,Brighton,0,0,2,16.3,2022-03-05,90,Newcastle United,0,188560,7,False
Lewis Dunk,DEF,Brighton,2,1,0,1.4,2021-09-11,90,Brentford,0,376699,8,False
Lewis Dunk,DEF,Brighton,0,0,1,1.9,2021-09-19,90,Leeds United,0,362005,2,True
Lewis Dunk,DEF,Brighton,0,0,1,4.6,2021-09-27,90,Crystal Palace,0,361827,2,False
Lewis Dunk,DEF,Brighton,0,0,4,3.6,2021-10-23,90,Manchester City,0,404063,0,True
Lewis Dunk,DEF,Brighton,2,1,0,5.6,2021-10-02,90,Arsenal,0,353301,8,True
Lewis Dunk,DEF,Brighton,3,1,0,5.9,2021-10-16,90,Norwich,0,388075,9,False
Lewis Dunk,DEF,Brighton,0,0,1,0.0,2022-05-22,90,West Ham,0,208395,2,True
Lewis Dunk,DEF,Brighton,0,0,1,1.4,2022-05-15,90,Leicester City,0,208820,2,False
Lewis Dunk,DEF,Brighton,0,1,0,2.2,2022-05-07,90,Manchester United,0,198564,6,True
