name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-10-30,0,Tottenham,0,6408,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-08-14,0,Leicester City,0,4750,0,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-08-29,1,Wolverhampton,0,5489,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,1,0,4.9,2021-12-11,90,Norwich,0,205679,5,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,1.1,2021-12-30,9,Burnley,0,270595,1,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,1,3.6,2021-12-27,90,Newcastle United,0,304281,2,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,2,1.7,2022-03-12,90,Tottenham,0,164697,1,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,1,4.4,2022-02-08,90,Burnley,0,292287,2,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-11-28,0,Chelsea,0,6408,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,2,3.1,2021-12-02,90,Arsenal,0,6419,1,True
José Diogo Dalot Teixeira,DEF,Man Utd,3,1,0,5.7,2022-01-22,90,West Ham,0,214191,9,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-08-22,0,Southampton,0,5693,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,2,0.3,2021-11-20,5,Watford,0,6441,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,2,1,0,3.8,2021-12-05,90,Crystal Palace,0,10373,8,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2022-03-06,0,Manchester City,0,189985,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,1,3.3,2022-02-12,90,Southampton,0,402507,2,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,1,0,5.0,2022-02-15,90,Brighton,0,402507,6,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-11-06,0,Manchester City,0,6416,0,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2022-02-20,0,Leicester City,0,322189,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,4,5.3,2022-05-07,90,Brighton,0,137940,-1,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,1,0.0,2022-05-22,78,Crystal Palace,0,125273,1,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-09-11,0,Newcastle United,0,5528,0,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-09-19,0,West Ham,0,5652,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,1,2.5,2021-09-25,56,Aston Villa,0,5612,1,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-10-02,0,Everton,0,6585,0,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2021-10-16,0,Leeds United,0,6456,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2022-02-26,0,Watford,0,306988,0,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,3.4,2021-10-24,28,Liverpool,0,6287,1,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2022-01-03,0,Wolverhampton,0,238921,0,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,2,4.6,2022-01-15,90,Aston Villa,0,200113,1,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,1,2.8,2022-01-19,90,Brentford,0,200113,2,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,0,0.0,2022-04-09,0,Everton,0,153972,0,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,1,6.6,2022-04-02,90,Leeds United,0,148327,2,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,1,0,2.9,2022-05-02,90,Brentford,0,147931,6,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,3,5.1,2022-04-23,90,Arsenal,0,150856,1,False
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,1,2.8,2022-04-28,90,Chelsea,0,150856,2,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,2,5.9,2022-04-16,90,Norwich,0,148559,1,True
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,4,2.1,2022-04-19,90,Liverpool,0,148559,0,False
