name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,1,10.9,2022-02-26,90,Brentford,53242,7,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,5.2,2022-01-15,90,Watford,56045,2,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,1.7,2021-12-19,90,Manchester City,103766,2,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,7.0,2021-12-27,90,Manchester United,56353,1,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,2.6,2021-12-16,90,Liverpool,36906,1,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0.2,2022-04-03,58,Tottenham,85423,0,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0.1,2021-08-15,5,West Ham,44613,1,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,2.5,2021-08-21,12,Aston Villa,42159,1,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,4.0,2022-04-08,90,Wolverhampton,82424,2,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,2.1,2021-08-28,21,Southampton,36213,1,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0.8,2021-11-27,66,Arsenal,32339,2,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0.0,2021-10-30,0,Chelsea,31251,0,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,6.0,2021-12-12,90,Leeds United,39296,2,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,3,14.4,2021-11-20,90,Brentford,29250,9,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,3.8,2021-12-04,90,Burnley,41543,2,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,1.3,2021-11-06,16,Brighton,29807,1,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,6.9,2022-02-08,90,Everton,47630,2,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,1.0,2021-11-30,90,Norwich,38099,2,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,2.1,2022-02-13,90,Aston Villa,48989,1,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,5.2,2022-01-22,41,Leicester City,54936,1,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,7.3,2022-04-17,90,Leeds United,86485,2,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,6.0,2022-04-20,90,Crystal Palace,86485,2,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,1.0,2022-04-30,90,Liverpool,105401,1,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,3,13.2,2022-04-23,66,Norwich,85915,13,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0.0,2022-03-13,0,Chelsea,109321,0,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,1.9,2022-03-17,90,Everton,109321,2,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,8.2,2022-02-19,90,West Ham,48243,2,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,2.6,2022-03-05,90,Brighton,136196,1,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0.0,2022-03-10,0,Southampton,136196,0,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,4.5,2022-05-16,90,Arsenal,110657,5,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,3.6,2021-09-11,90,Manchester United,29251,2,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,8.0,2021-09-17,90,Leicester City,34477,5,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,5.6,2021-09-25,90,Watford,35718,2,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,4.4,2021-10-02,90,Wolverhampton,34158,2,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,3.4,2021-10-17,90,Tottenham,33943,1,True
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0.0,2022-05-22,10,Burnley,163263,1,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0.4,2021-10-23,9,Crystal Palace,34214,0,False
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,1.6,2022-05-08,90,Manchester City,101400,2,False
