name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Joël Veltman,DEF,Brighton,0,0,1,2.3,2022-01-02,60,Everton,0,55876,2,False
Joël Veltman,DEF,Brighton,0,0,1,2.6,2022-01-14,72,Crystal Palace,0,69385,2,True
Joël Veltman,DEF,Brighton,0,0,2,2.1,2022-02-26,90,Aston Villa,0,106501,0,True
Joël Veltman,DEF,Brighton,0,0,1,1.0,2022-01-18,90,Chelsea,0,69385,2,True
Joël Veltman,DEF,Brighton,1,1,0,6.2,2022-04-02,90,Norwich,0,88448,7,True
Joël Veltman,DEF,Brighton,0,0,0,0.0,2021-12-26,0,Brentford,0,50727,0,True
Joël Veltman,DEF,Brighton,0,0,1,5.3,2021-12-29,90,Chelsea,0,50061,2,False
Joël Veltman,DEF,Brighton,0,0,1,2.8,2021-12-15,90,Wolverhampton,0,59857,2,True
Joël Veltman,DEF,Brighton,0,0,1,2.4,2022-04-09,90,Arsenal,0,89079,2,False
Joël Veltman,DEF,Brighton,0,0,0,0.0,2021-08-14,0,Burnley,0,271608,0,False
Joël Veltman,DEF,Brighton,0,0,0,0.0,2021-08-21,0,Watford,0,220851,0,True
Joël Veltman,DEF,Brighton,0,0,2,1.7,2021-10-30,90,Liverpool,0,87177,1,False
Joël Veltman,DEF,Brighton,0,0,1,3.5,2021-08-28,45,Everton,0,145679,1,True
Joël Veltman,DEF,Brighton,0,1,0,1.6,2021-11-27,90,Leicester City,0,74013,6,True
Joël Veltman,DEF,Brighton,0,0,1,3.6,2021-12-04,77,Southampton,0,71925,2,False
Joël Veltman,DEF,Brighton,0,0,1,2.3,2021-12-01,69,West Ham,0,72899,2,False
Joël Veltman,DEF,Brighton,0,0,1,5.1,2021-11-06,90,Newcastle United,0,86059,2,True
Joël Veltman,DEF,Brighton,0,0,0,0.0,2021-11-20,0,Aston Villa,0,81827,0,False
Joël Veltman,DEF,Brighton,1,1,0,5.0,2022-02-12,90,Watford,0,88730,7,False
Joël Veltman,DEF,Brighton,0,0,2,4.6,2022-02-15,90,Manchester United,0,88730,1,False
Joël Veltman,DEF,Brighton,0,1,0,5.2,2022-04-16,90,Tottenham,0,96595,6,False
Joël Veltman,DEF,Brighton,0,0,3,1.1,2022-04-20,90,Manchester City,0,96595,1,False
Joël Veltman,DEF,Brighton,0,0,2,2.5,2022-04-24,90,Southampton,0,110394,1,True
Joël Veltman,DEF,Brighton,0,1,0,2.9,2022-04-30,90,Wolverhampton,0,115732,6,False
Joël Veltman,DEF,Brighton,0,0,1,1.4,2022-01-23,76,Leeds United,0,65053,2,False
Joël Veltman,DEF,Brighton,0,0,2,1.1,2022-03-12,90,Liverpool,0,93617,1,True
Joël Veltman,DEF,Brighton,0,0,2,4.0,2022-03-16,77,Tottenham,0,93617,0,True
Joël Veltman,DEF,Brighton,0,0,3,2.7,2022-02-19,90,Burnley,0,95062,1,True
Joël Veltman,DEF,Brighton,0,0,2,2.5,2022-03-05,90,Newcastle United,0,86750,1,False
Joël Veltman,DEF,Brighton,1,1,0,1.3,2021-09-11,90,Brentford,0,120868,6,False
Joël Veltman,DEF,Brighton,0,0,1,3.1,2021-09-19,90,Leeds United,0,112227,1,True
Joël Veltman,DEF,Brighton,2,0,1,5.7,2021-09-27,90,Crystal Palace,0,110621,7,False
Joël Veltman,DEF,Brighton,0,0,4,2.1,2021-10-23,90,Manchester City,0,94377,0,True
Joël Veltman,DEF,Brighton,0,1,0,2.2,2021-10-02,90,Arsenal,0,109427,5,True
Joël Veltman,DEF,Brighton,0,0,0,1.4,2021-10-16,58,Norwich,0,107179,0,False
Joël Veltman,DEF,Brighton,0,0,1,0.0,2022-05-22,90,West Ham,0,130822,8,True
Joël Veltman,DEF,Brighton,0,0,1,2.0,2022-05-15,90,Leicester City,0,130394,2,False
Joël Veltman,DEF,Brighton,0,1,0,2.5,2022-05-07,90,Manchester United,0,118303,6,True
