name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,total_points,was_home
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2021-12-27,0,Newcastle United,0,307494,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,4.6,2021-12-30,90,Burnley,0,302473,2,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,0.9,2021-08-14,90,Leicester City,0,704348,2,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,5.6,2021-08-22,90,Southampton,0,707386,2,False
Aaron Wan-Bissaka,DEF,Man Utd,1,1,0,5.5,2021-10-30,90,Tottenham,0,394597,7,False
Aaron Wan-Bissaka,DEF,Man Utd,2,1,0,2.0,2021-08-29,90,Wolverhampton,0,654005,8,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,3.1,2021-11-28,90,Chelsea,0,360737,2,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2021-12-05,0,Crystal Palace,0,338785,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2021-12-11,0,Norwich,0,320745,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-02-08,0,Burnley,0,297935,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,2,1.1,2021-11-06,90,Manchester City,0,392136,1,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2021-12-02,0,Arsenal,0,359325,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,4,2.6,2021-11-20,90,Watford,0,387369,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-02-12,0,Southampton,0,293076,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-02-15,0,Brighton,0,293076,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-01-22,0,West Ham,0,307993,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,1,0,8.8,2022-02-26,90,Watford,0,286606,6,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,3.2,2022-01-03,83,Wolverhampton,0,306175,2,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-01-15,0,Aston Villa,0,370852,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-01-19,0,Brentford,0,370852,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-03-12,0,Tottenham,0,280983,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,2,4.0,2022-02-20,90,Leicester City,0,284274,1,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,4,1.3,2022-03-06,90,Manchester City,0,282528,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,5.9,2022-04-09,90,Everton,0,277687,2,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-04-02,0,Leeds United,0,277981,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,3.9,2021-09-11,90,Newcastle United,0,618617,2,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,4.9,2021-09-19,90,West Ham,0,542701,2,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,4.4,2021-09-25,90,Aston Villa,0,512424,2,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,5,1.8,2021-10-24,90,Liverpool,0,436086,-1,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,1,6.2,2021-10-02,90,Everton,0,509455,2,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,4,2.0,2021-10-16,90,Leeds United,0,483180,-1,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-05-02,0,Brentford,0,276200,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-04-23,0,Arsenal,0,280898,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-04-28,0,Chelsea,0,280898,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-05-22,0,Crystal Palace,0,270077,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-04-16,0,Norwich,0,283732,0,True
Aaron Wan-Bissaka,DEF,Man Utd,0,0,4,1.5,2022-04-19,90,Liverpool,0,283732,0,False
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,0.0,2022-05-07,0,Brighton,0,271469,0,False
