name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,total_points,was_home
Matej Vydra,FWD,Burnley,0,0.5,2021-12-30,16,Manchester United,39894,1,False
Matej Vydra,FWD,Burnley,0,0.0,2021-08-21,0,Liverpool,62676,0,False
Matej Vydra,FWD,Burnley,0,0.2,2021-08-29,11,Leicester City,45253,1,True
Matej Vydra,FWD,Burnley,0,1.0,2021-08-14,5,Brighton,69784,1,True
Matej Vydra,FWD,Burnley,0,0.4,2021-10-30,22,Brentford,27614,1,True
Matej Vydra,FWD,Burnley,0,1.7,2021-12-12,30,West Ham,34754,1,True
Matej Vydra,FWD,Burnley,0,0.0,2022-02-08,0,Manchester United,30519,0,True
Matej Vydra,FWD,Burnley,0,2.2,2021-11-20,6,Crystal Palace,33559,1,True
Matej Vydra,FWD,Burnley,2,7.1,2021-11-06,20,Chelsea,26964,7,False
Matej Vydra,FWD,Burnley,0,0.1,2021-12-01,18,Wolverhampton,29849,1,False
Matej Vydra,FWD,Burnley,0,1.7,2021-12-04,58,Newcastle United,35579,1,False
Matej Vydra,FWD,Burnley,0,0.0,2022-02-13,0,Liverpool,28506,0,True
Matej Vydra,FWD,Burnley,0,3.9,2022-01-23,90,Arsenal,32649,2,False
Matej Vydra,FWD,Burnley,0,0.0,2022-02-05,0,Watford,32649,0,True
Matej Vydra,FWD,Burnley,0,0.0,2022-03-12,0,Brentford,24303,0,False
Matej Vydra,FWD,Burnley,0,0.0,2022-03-05,0,Chelsea,24832,0,True
Matej Vydra,FWD,Burnley,0,0.0,2022-02-19,0,Brighton,26572,0,False
Matej Vydra,FWD,Burnley,0,0.0,2022-02-23,0,Tottenham,26572,0,True
Matej Vydra,FWD,Burnley,0,0.0,2022-02-26,0,Crystal Palace,25294,0,False
Matej Vydra,FWD,Burnley,0,0.0,2022-03-01,0,Leeds United,25294,0,True
Matej Vydra,FWD,Burnley,0,0.0,2022-05-15,0,Tottenham,48135,0,False
Matej Vydra,FWD,Burnley,0,0.0,2022-05-19,0,Aston Villa,48135,0,False
Matej Vydra,FWD,Burnley,0,0.0,2022-01-02,6,Leicester City,37691,1,False
Matej Vydra,FWD,Burnley,0,0.0,2021-09-13,14,Everton,37197,1,False
Matej Vydra,FWD,Burnley,0,0.9,2021-09-18,33,Arsenal,34104,1,True
Matej Vydra,FWD,Burnley,0,7.5,2021-09-25,74,Leeds United,31557,5,False
Matej Vydra,FWD,Burnley,0,0.0,2022-05-22,0,Newcastle United,41875,0,True
Matej Vydra,FWD,Burnley,0,2.6,2021-10-02,34,Norwich,28991,1,True
Matej Vydra,FWD,Burnley,0,0.0,2021-10-16,0,Manchester City,27257,0,False
Matej Vydra,FWD,Burnley,0,0.0,2021-10-23,1,Southampton,25266,1,False
Matej Vydra,FWD,Burnley,0,0.0,2022-05-07,0,Aston Villa,72504,0,True
Matej Vydra,FWD,Burnley,0,0.6,2022-04-10,34,Norwich,24147,1,False
Matej Vydra,FWD,Burnley,0,0.0,2022-04-02,0,Manchester City,23716,0,True
Matej Vydra,FWD,Burnley,0,3.5,2022-04-06,10,Everton,23716,4,True
Matej Vydra,FWD,Burnley,0,7.3,2022-04-30,90,Watford,40317,5,False
Matej Vydra,FWD,Burnley,2,6.8,2022-04-24,70,Wolverhampton,25326,7,True
Matej Vydra,FWD,Burnley,0,0.2,2022-04-17,11,West Ham,25213,1,False
Matej Vydra,FWD,Burnley,0,0.2,2022-04-21,12,Southampton,25213,1,True
