name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Harvey White,Spurs,,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.17,2.0,5.0,2.01,2.1,0,0.0,Spurs,True,,,
Harvey White,Spurs,,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.17,2.0,5.0,2.01,2.1,0,0.0,Spurs,True,,,
Harvey White,Spurs,,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.16,2.0,5.0,2.01,2.1,0,0.0,Spurs,False,,,
Harvey White,Spurs,,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.15,2.0,5.0,2.01,2.1,0,0.0,Spurs,True,,,
Harvey White,Spurs,,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.15,2.0,5.0,2.01,2.1,0,0.0,Spurs,False,,,
Harvey White,Spurs,,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.14,2.0,5.0,2.01,2.1,0,0.0,Spurs,False,,,
Harvey White,Spurs,,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.14,2.0,5.0,2.01,2.1,0,0.0,Spurs,True,,,
Harvey White,Spurs,,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.13,2.0,5.0,2.01,2.1,0,0.0,Spurs,True,,,
Harvey White,Spurs,,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.13,2.0,5.0,2.01,2.1,0,0.0,Spurs,False,,,
Harvey White,Spurs,,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.12,2.0,5.0,2.01,2.1,0,0.0,Spurs,True,,,
Harvey White,Spurs,,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.12,2.0,5.0,2.01,2.1,0,0.0,Spurs,False,,,
Harvey White,Spurs,,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.12,2.0,5.0,2.01,2.1,0,0.0,Spurs,True,,,
Harvey White,Spurs,,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.11,2.0,5.0,2.01,2.1,0,0.0,Spurs,False,,,
Harvey White,Spurs,,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.11,2.0,5.0,2.01,2.1,0,0.0,Spurs,True,,,
Harvey White,Spurs,,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.11,2.0,5.0,2.01,2.1,0,0.0,Spurs,False,,,
Harvey White,Spurs,,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.11,2.0,5.0,2.01,2.1,0,,Wolves,False,Manchester United,-0.63,-0.1
