name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.7,2023-08-19,5,Tottenham,0,1,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-08-26,0,Nottingham Forest,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.8,2023-08-14,13,Wolverhampton,0,1,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.3,2023-12-17,8,Liverpool,0,1,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-02-24,0,Fulham,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,2.8,2023-11-26,18,Everton,0,1,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-10-29,0,Manchester City,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,1,1.6,2023-12-23,17,West Ham,0,1,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-12-30,0,Nottingham Forest,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,5.0,2023-11-04,27,Fulham,0,4,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-12-06,0,Chelsea,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-01-14,0,Tottenham,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.4,2023-12-09,11,Bournemouth,0,1,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-12-02,0,Newcastle United,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-12-26,0,Aston Villa,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-02-11,0,Aston Villa,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-02-04,0,West Ham,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-02-01,0,Wolverhampton,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-11-11,0,Luton,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-03-30,0,Brentford,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-03-03,0,Manchester City,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-02-18,0,Luton,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-03-09,0,Everton,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-04-04,0,Chelsea,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-04-07,0,Liverpool,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-09-03,0,Arsenal,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-04-13,0,Bournemouth,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.6,2023-09-16,5,Brighton,0,1,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-04-27,0,Burnley,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-09-23,0,Burnley,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-05-06,0,Crystal Palace,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-05-19,0,Brighton,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-10-07,0,Brentford,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2023-10-21,0,Sheffield,0,0,False
Facundo Pellistri Rebollo,MID,Man Utd,0,0,1,0.9,2023-09-30,60,Crystal Palace,1,2,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-04-24,0,Sheffield,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-05-12,0,Arsenal,0,0,True
Facundo Pellistri Rebollo,MID,Man Utd,0,0,0,0.0,2024-05-15,0,Newcastle United,0,0,True
