name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Rúben Gato Alves Dias,DEF,Man City,1,1,0.29,0,1.3,2023-08-19,90,Newcastle United,0,545672,1,7,True
Rúben Gato Alves Dias,DEF,Man City,0,1,0.93,0,2.2,2024-02-24,90,Bournemouth,0,723039,1,6,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.0,2023-08-11,0,Burnley,0,547826,0,0,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.73,1,3.7,2023-08-27,90,Sheffield,0,688212,1,2,False
Rúben Gato Alves Dias,DEF,Man City,0,0,1.82,2,6.2,2023-12-16,90,Crystal Palace,0,760326,1,1,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.0,2023-11-04,0,Bournemouth,0,790826,0,0,True
Rúben Gato Alves Dias,DEF,Man City,0,1,1.03,0,1.6,2023-10-29,90,Manchester United,0,778184,1,6,False
Rúben Gato Alves Dias,DEF,Man City,0,0,2.96,4,2.1,2023-11-12,90,Chelsea,0,761484,1,0,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.33,1,3.7,2023-12-10,90,Luton,0,744145,1,2,False
Rúben Gato Alves Dias,DEF,Man City,0,0,2.04,1,4.9,2023-12-06,90,Aston Villa,0,736069,1,2,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.56,1,2.5,2023-11-25,90,Liverpool,0,752059,1,2,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.49,3,3.4,2023-12-03,90,Tottenham,0,745810,1,1,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.13,0,0.8,2023-12-30,22,Sheffield,0,693092,0,1,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.0,2024-01-31,0,Burnley,0,696354,0,0,True
Rúben Gato Alves Dias,DEF,Man City,0,0,1.23,2,3.5,2024-01-13,90,Newcastle United,0,690164,1,1,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.0,2023-12-27,0,Everton,0,732676,0,0,False
Rúben Gato Alves Dias,DEF,Man City,0,0,1.02,1,3.9,2024-02-05,90,Brentford,0,684849,1,2,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.26,1,2.3,2024-03-03,90,Manchester United,0,720783,1,2,True
Rúben Gato Alves Dias,DEF,Man City,0,1,0.32,0,3.0,2024-02-10,90,Everton,0,680767,1,6,True
Rúben Gato Alves Dias,DEF,Man City,0,1,0.68,0,2.1,2024-03-31,90,Arsenal,0,718570,1,6,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.0,2024-03-10,0,Liverpool,0,718103,0,0,False
Rúben Gato Alves Dias,DEF,Man City,0,0,1.58,1,5.0,2024-02-17,90,Chelsea,0,702589,1,2,True
Rúben Gato Alves Dias,DEF,Man City,0,1,0.34,0,7.9,2024-02-20,90,Brentford,0,702589,1,6,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.73,1,3.4,2024-04-03,90,Aston Villa,0,744783,1,2,True
Rúben Gato Alves Dias,DEF,Man City,0,0,1.08,2,5.8,2024-04-06,90,Crystal Palace,0,780990,1,1,False
Rúben Gato Alves Dias,DEF,Man City,0,0,1.45,1,2.4,2023-09-02,90,Fulham,0,797895,1,2,True
Rúben Gato Alves Dias,DEF,Man City,0,1,1.03,0,2.5,2023-09-23,90,Nottingham Forest,0,853743,1,6,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.94,1,5.7,2023-09-16,90,West Ham,0,842408,1,2,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.41,1,1.3,2023-10-08,90,Arsenal,0,824427,1,2,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.3,2023-10-21,15,Brighton,0,824475,0,1,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.49,1,5.3,2024-04-13,90,Luton,0,813005,1,2,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.0,2024-05-04,0,Wolverhampton,0,809384,0,0,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.44,2,7.0,2023-09-30,90,Wolverhampton,1,877614,1,-1,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.36,1,1.8,2024-05-19,90,West Ham,0,781113,1,2,True
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.0,2024-04-28,0,Nottingham Forest,0,815155,0,0,False
Rúben Gato Alves Dias,DEF,Man City,0,0,0.0,0,0.0,2024-04-25,0,Brighton,0,807501,0,0,False
Rúben Gato Alves Dias,DEF,Man City,0,1,0.12,0,2.2,2024-05-11,90,Fulham,0,781743,1,6,False
Rúben Gato Alves Dias,DEF,Man City,2,1,1.33,0,3.7,2024-05-14,90,Tottenham,0,781743,1,8,False
