name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
David Datro Fofana,FWD,Burnley,2,7.0,2024-03-16,87,Brentford,110353,1,8,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-08-20,0,West Ham,499,0,0,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-08-13,0,Liverpool,685,0,0,True
David Datro Fofana,FWD,Burnley,0,0.7,2024-02-24,90,Crystal Palace,31159,1,2,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-08-25,0,Luton,444,0,0,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-12-24,0,Wolverhampton,328,0,0,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-12-16,0,Sheffield,330,0,0,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-10-28,0,Brentford,346,0,0,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-11-12,0,Manchester City,337,0,0,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-11-06,0,Tottenham,341,0,0,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-11-25,0,Newcastle United,331,0,0,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-12-30,0,Luton,325,0,0,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-12-10,0,Everton,331,0,0,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-12-06,0,Manchester United,331,0,0,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-12-27,0,Crystal Palace,327,0,0,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-12-03,0,Brighton,332,0,0,True
David Datro Fofana,FWD,Burnley,0,3.3,2024-01-31,31,Manchester City,787,0,4,False
David Datro Fofana,FWD,Chelsea,0,0.0,2024-01-13,0,Fulham,322,0,0,True
David Datro Fofana,FWD,Burnley,0,4.5,2024-02-10,90,Liverpool,6611,1,2,False
David Datro Fofana,FWD,Burnley,3,12.1,2024-02-03,27,Fulham,2121,0,11,True
David Datro Fofana,FWD,Burnley,0,8.0,2024-03-03,90,Bournemouth,28854,1,2,True
David Datro Fofana,FWD,Burnley,0,0.0,2024-03-30,0,Chelsea,31303,0,0,False
David Datro Fofana,FWD,Burnley,3,7.3,2024-03-10,90,West Ham,22627,1,9,False
David Datro Fofana,FWD,Burnley,0,1.0,2024-02-17,90,Arsenal,14512,1,2,True
David Datro Fofana,FWD,Burnley,0,3.5,2024-04-02,90,Wolverhampton,42309,1,2,True
David Datro Fofana,FWD,Burnley,0,4.3,2024-04-06,60,Everton,45164,1,2,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-09-02,0,Nottingham Forest,412,0,0,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-09-17,0,Bournemouth,386,0,0,False
David Datro Fofana,FWD,Chelsea,0,0.0,2023-10-07,0,Burnley,359,0,0,False
David Datro Fofana,FWD,Burnley,0,1.7,2024-04-13,61,Brighton,43559,1,2,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-10-21,0,Arsenal,353,0,0,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-09-24,0,Aston Villa,380,0,0,True
David Datro Fofana,FWD,Chelsea,0,0.0,2023-10-02,0,Fulham,366,0,0,False
David Datro Fofana,FWD,Burnley,0,1.2,2024-05-04,5,Newcastle United,27873,0,1,True
David Datro Fofana,FWD,Burnley,0,0.0,2024-05-19,0,Nottingham Forest,21720,0,0,True
David Datro Fofana,FWD,Burnley,0,4.3,2024-04-27,56,Manchester United,31130,1,1,False
David Datro Fofana,FWD,Burnley,0,0.3,2024-04-20,6,Sheffield,39704,0,1,False
David Datro Fofana,FWD,Burnley,0,0.0,2024-05-11,3,Tottenham,23027,0,1,False
