name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-03-16,0,Tottenham,0,76942,0,0,True
Tim Ream,DEF,Fulham,0,0,6.46,3,0.3,2023-08-19,63,Brentford,0,62637,1,-2,True
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-02-24,0,Manchester United,0,67774,0,0,False
Tim Ream,DEF,Fulham,1,1,2.73,0,1.6,2023-08-12,90,Everton,0,37677,1,7,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2023-12-31,0,Arsenal,0,77962,0,0,True
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2023-08-26,0,Arsenal,0,39883,0,0,False
Tim Ream,DEF,Fulham,0,0,1.32,1,1.9,2023-10-29,90,Brighton,0,180261,1,2,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2023-12-10,0,West Ham,0,143890,0,0,True
Tim Ream,DEF,Fulham,0,0,1.41,2,1.0,2023-11-27,90,Wolverhampton,0,166528,1,0,True
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2023-12-06,0,Nottingham Forest,0,152541,0,0,True
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2023-12-23,0,Burnley,0,95526,0,0,True
Tim Ream,DEF,Fulham,0,0,3.08,3,1.1,2023-11-12,90,Aston Villa,0,163792,1,1,False
Tim Ream,DEF,Fulham,0,0,0.69,1,1.6,2023-11-04,90,Manchester United,0,172687,1,2,True
Tim Ream,DEF,Fulham,0,0,2.22,4,2.8,2023-12-03,90,Liverpool,0,154810,1,0,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2023-12-26,0,Bournemouth,0,86445,0,0,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2023-12-16,0,Newcastle United,0,117687,0,0,False
Tim Ream,DEF,Fulham,0,0,1.19,0,1.2,2024-01-30,15,Everton,0,70690,0,1,True
Tim Ream,DEF,Fulham,0,0,1.84,1,4.1,2024-02-10,90,Bournemouth,0,70021,1,2,True
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-03-30,0,Sheffield,0,66375,0,0,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-03-09,0,Wolverhampton,0,65994,0,0,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-01-13,0,Chelsea,0,70650,0,0,False
Tim Ream,DEF,Fulham,0,0,1.68,2,1.6,2024-02-03,90,Burnley,0,70361,1,1,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-03-02,0,Brighton,0,66729,0,0,True
Tim Ream,DEF,Fulham,0,0,1.65,2,2.3,2024-02-17,75,Aston Villa,0,68263,1,1,True
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-04-02,0,Nottingham Forest,0,65646,0,0,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-04-06,0,Newcastle United,0,64679,0,0,True
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-04-14,0,West Ham,0,63808,0,0,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-04-27,0,Crystal Palace,0,62121,0,0,True
Tim Ream,DEF,Fulham,1,0,2.26,5,7.9,2023-09-02,90,Manchester City,0,37196,1,7,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-04-21,0,Liverpool,0,62720,0,0,True
Tim Ream,DEF,Fulham,2,1,1.28,0,3.4,2023-09-16,90,Luton,0,85081,1,8,True
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-05-04,0,Brentford,0,61639,0,0,False
Tim Ream,DEF,Fulham,0,0,1.73,2,1.2,2023-10-02,90,Chelsea,0,189770,1,1,True
Tim Ream,DEF,Fulham,0,0,2.11,2,2.0,2024-05-19,90,Luton,0,60229,1,1,False
Tim Ream,DEF,Fulham,0,1,0.3,0,1.4,2023-09-23,90,Crystal Palace,0,119088,1,5,False
Tim Ream,DEF,Fulham,0,0,0.57,1,2.2,2023-10-07,90,Sheffield,0,232908,1,2,True
Tim Ream,DEF,Fulham,0,0,1.51,2,2.8,2023-10-23,90,Tottenham,0,197383,1,1,False
Tim Ream,DEF,Fulham,0,0,0.0,0,0.0,2024-05-11,0,Manchester City,0,60669,0,0,True
