name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-03-16,0,Luton,0,0,0,13748,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-02-24,0,Aston Villa,0,0,0,6970,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-12-15,0,Tottenham,0,0,0,10423,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-12-23,0,Bournemouth,0,0,0,9477,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,1,1.26,0,2023-11-05,90,Aston Villa,0,0,3,2568,1,7,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-10-29,0,Liverpool,0,0,0,2419,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-12-09,0,Wolverhampton,0,0,0,12043,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,1.54,3,2023-11-12,90,West Ham,0,0,3,5237,1,2,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,2.52,5,2023-12-06,90,Fulham,0,0,1,13328,1,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.7,1,2023-12-02,90,Everton,0,0,1,13205,1,2,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,1.46,3,2023-11-25,90,Brighton,0,0,2,8036,1,1,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-12-30,0,Manchester United,0,0,0,8412,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-01-30,0,Arsenal,0,0,0,7811,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-01-20,0,Brentford,0,0,0,7858,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-12-26,0,Newcastle United,0,0,0,9133,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-02-04,0,Bournemouth,0,0,0,7581,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-03-02,0,Liverpool,0,0,0,6907,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-02-10,0,Newcastle United,0,0,0,7280,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-03-30,0,Crystal Palace,0,0,0,7584,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-03-10,0,Brighton,0,0,0,6881,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-02-17,0,West Ham,0,0,0,7017,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-04-02,0,Fulham,0,0,0,7578,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-04-07,0,Tottenham,0,0,0,7511,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-09-23,0,Manchester City,0,0,0,1375,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-09-18,0,Burnley,0,0,0,1095,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-10-07,0,Crystal Palace,0,0,0,1905,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-10-21,0,Luton,0,0,0,2583,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-04-13,0,Wolverhampton,0,0,0,7575,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-05-04,0,Sheffield,0,0,0,7743,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2023-10-01,0,Brentford,0,0,0,1576,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-05-19,0,Burnley,0,0,0,8036,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-04-28,0,Manchester City,0,0,0,7565,0,0,True
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-04-21,0,Everton,0,0,0,7606,0,0,False
Odysseas Vlachodimos,GK,Nott'm Forest,0,0,0.0,0,2024-05-11,0,Chelsea,0,0,0,7696,0,0,True
