name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
George Earthy,MID,West Ham,0,0,0,0.0,2024-03-17,0,Aston Villa,86,0,0,True
George Earthy,MID,West Ham,0,0,0,0.0,2024-02-26,0,Brentford,0,0,0,True
George Earthy,MID,West Ham,0,0,0,0.0,2024-03-02,0,Everton,34,0,0,False
George Earthy,MID,West Ham,0,0,0,0.0,2024-03-30,0,Newcastle United,103,0,0,False
George Earthy,MID,West Ham,0,0,0,0.0,2024-03-10,0,Burnley,49,0,0,True
George Earthy,MID,West Ham,0,0,0,0.0,2024-04-02,0,Tottenham,95,0,0,True
George Earthy,MID,West Ham,0,0,0,0.0,2024-04-06,0,Wolverhampton,101,0,0,False
George Earthy,MID,West Ham,0,0,0,0.1,2024-04-14,9,Fulham,130,0,1,True
George Earthy,MID,West Ham,0,0,0,0.0,2024-05-05,0,Chelsea,126,0,0,False
George Earthy,MID,West Ham,0,0,0,0.1,2024-05-19,9,Manchester City,296,0,1,False
George Earthy,MID,West Ham,0,0,0,0.0,2024-04-27,0,Liverpool,134,0,0,True
George Earthy,MID,West Ham,0,0,0,0.0,2024-04-21,0,Crystal Palace,129,0,0,False
George Earthy,MID,West Ham,0,0,0,6.7,2024-05-11,15,Luton,136,0,6,True
