name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Darwin Núñez Ribeiro,Liverpool,Fulham,2022-08-06,False,Sub,39,1.0,1.67,1.0,0.49,9,4.0,2.0,18.6,1,False,0.0,0.0,39.0,0,0,0,0,0,6,Liverpool,False,Arsenal,-2.38,-0.0
Darwin Núñez Ribeiro,Liverpool,Arsenal,2022-10-09,False,FW,90,1.0,0.54,0.0,0.0,6,3.0,0.0,8.6,0,False,9.0,2.67,64.5,0,0,0,0,0,1,Liverpool,True,Manchester City,0.85,-1.17
Darwin Núñez Ribeiro,Liverpool,Manchester City,2022-10-16,True,Sub,18,0.0,0.37,0.0,0.5,1,3.0,1.0,2.5,0,False,7.5,1.6,49.0,0,0,0,0,0,5,Liverpool,True,West Ham,0.04,0.63
Darwin Núñez Ribeiro,Liverpool,West Ham,2022-10-19,True,FW,56,1.0,0.67,0.0,0.0,5,6.0,0.0,10.1,0,False,5.33,1.19,50.75,0,0,0,0,0,0,Liverpool,False,Nottingham Forest,,
Darwin Núñez Ribeiro,Liverpool,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,5.25,1.06,40.6,0,0,0,0,0,2,Liverpool,True,Leicester City,-7.96,0.83
Darwin Núñez Ribeiro,Liverpool,Leicester City,2022-10-29,True,FW,90,0.0,0.42,0.0,0.48,2,4.0,4.0,9.4,0,False,4.2,0.85,48.83,0,0,0,0,0,7,Liverpool,False,Tottenham,3.08,-0.03
Darwin Núñez Ribeiro,Liverpool,Tottenham,2022-11-06,False,FW,86,0.0,0.33,1.0,0.54,7,4.0,2.0,9.4,2,False,2.8,0.4,54.14,0,0,0,0,0,13,Liverpool,True,Southampton,-3.78,-0.38
Darwin Núñez Ribeiro,Liverpool,Southampton,2022-11-12,True,FWL,86,2.0,1.14,0.0,0.76,13,3.0,2.0,16.1,3,True,3.0,0.56,58.12,0,0,0,0,0,2,Liverpool,False,Aston Villa,1.3,0.59
Darwin Núñez Ribeiro,Liverpool,Aston Villa,2022-12-26,False,FW,87,0.0,1.44,0.0,0.08,2,6.0,1.0,9.9,0,True,5.4,0.71,61.33,0,0,0,0,0,5,Liverpool,True,Leeds United,-2.07,-0.79
Darwin Núñez Ribeiro,Liverpool,Leeds United,2022-12-30,True,FW,90,0.0,0.79,0.0,0.55,5,7.0,2.0,10.6,0,True,4.8,0.87,64.2,0,0,0,0,0,1,Liverpool,False,Brentford,4.84,-0.55
Darwin Núñez Ribeiro,Liverpool,Brentford,2023-01-02,False,FW,90,0.0,0.87,0.0,0.0,1,3.0,0.0,7.1,0,True,5.8,1.02,66.55,0,0,0,0,0,-2,Liverpool,True,Crystal Palace,-3.98,0.81
Darwin Núñez Ribeiro,Liverpool,Crystal Palace,2022-08-15,True,FW,56,0.0,0.82,0.0,0.0,-2,5.0,0.0,3.5,0,False,5.6,1.11,65.67,0,0,0,0,0,0,Liverpool,False,Brighton,-2.51,-0.39
Darwin Núñez Ribeiro,Liverpool,Brighton,,False,,0,,,,,0,,,0.0,0,False,3.8,1.01,60.62,0,0,0,0,0,1,Liverpool,True,Chelsea,0.29,-0.25
Darwin Núñez Ribeiro,Liverpool,Chelsea,2023-01-21,True,Sub,27,0.0,0.1,0.0,0.11,1,1.0,1.0,4.3,0,False,1.2,0.78,58.21,0,0,0,0,0,2,Liverpool,False,Wolverhampton,-0.13,-0.46
Darwin Núñez Ribeiro,Liverpool,Wolverhampton,2023-02-04,False,FW,90,0.0,0.44,0.0,0.12,2,5.0,1.0,6.9,0,True,1.0,0.52,60.33,0,0,0,0,0,5,Liverpool,True,Everton,-0.32,0.34
Darwin Núñez Ribeiro,Liverpool,Everton,2023-02-13,True,FWL,69,0.0,0.33,1.0,0.66,5,5.0,2.0,8.2,0,True,0.4,0.45,60.88,0,0,0,0,0,5,Liverpool,False,Newcastle United,-1.4,-0.34
Darwin Núñez Ribeiro,Liverpool,Newcastle United,2023-02-18,False,FWL,58,1.0,0.44,0.0,0.0,5,2.0,0.0,7.3,0,True,1.2,0.54,60.71,0,0,0,0,0,0,Liverpool,False,Crystal Palace,-1.03,0.13
Darwin Núñez Ribeiro,Liverpool,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,2.6,0.46,57.33,0,0,0,0,0,2,Liverpool,True,Wolverhampton,0.05,-0.48
Darwin Núñez Ribeiro,Liverpool,Wolverhampton,2023-03-01,True,FWL,88,0.0,0.4,0.0,0.49,2,3.0,3.0,5.6,0,True,2.6,0.46,58.95,0,0,0,0,0,12,Liverpool,True,Manchester United,-4.04,0.38
Darwin Núñez Ribeiro,Liverpool,Manchester United,2023-03-05,True,FWL,77,2.0,1.3,0.0,0.0,12,4.0,0.0,13.6,2,True,2.8,0.52,59.85,0,0,0,0,0,2,Liverpool,False,Bournemouth,,0.19
Darwin Núñez Ribeiro,Liverpool,Bournemouth,2023-03-11,False,FWL,65,0.0,0.02,0.0,0.0,2,1.0,0.0,2.5,0,True,4.8,0.69,60.1,0,0,0,0,0,1,Liverpool,False,Manchester City,,-1.26
