name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Louie Moulden,Wolves,Southampton,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Newcastle United,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Aston Villa,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Leicester City,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Everton,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Crystal Palace,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,West Ham,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Norwich,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Burnley,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Liverpool,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Manchester City,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Brighton,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Chelsea,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Manchester United,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Southampton,2022-01-15,True,0,0,0,0,0,0,0,0.0
Louie Moulden,Wolves,Brentford,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Arsenal,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Tottenham,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Leeds United,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Arsenal,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,West Ham,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Crystal Palace,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Watford,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Everton,2022-03-13,False,0,0,0,0,0,0,0,0.0572694465517997
Louie Moulden,Wolves,Leicester City,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Aston Villa,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Newcastle United,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Burnley,2022-04-24,False,0,0,0,0,0,0,0,0.0266964491456747
Louie Moulden,Wolves,Brighton,,True,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Chelsea,,False,0,0,0,0,0,0,0,
Louie Moulden,Wolves,Manchester City,2022-05-11,True,0,0,0,0,0,0,0,0.0
Louie Moulden,Wolves,Norwich,2022-05-15,True,0,0,0,0,0,0,0,0.0
Louie Moulden,Wolves,Liverpool,,False,0,0,0,0,0,0,0,
