name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Eldin Jakupovic,Leicester,Norwich,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Manchester City,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Brighton,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Burnley,2021-09-25,True,0,0,0,0,0,0,0,0.0
Eldin Jakupovic,Leicester,Crystal Palace,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Manchester United,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Brentford,2021-10-24,False,0,0,0,0,0,0,0,0.0
Eldin Jakupovic,Leicester,Arsenal,2021-10-30,True,0,0,0,0,0,0,0,0.0
Eldin Jakupovic,Leicester,Leicester City,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Chelsea,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Watford,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Southampton,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Aston Villa,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Newcastle United,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Manchester City,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Liverpool,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Tottenham,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Brighton,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Liverpool,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,West Ham,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Wolverhampton,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Burnley,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Leicester City,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Arsenal,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Brentford,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Manchester United,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Crystal Palace,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Newcastle United,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Everton,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Aston Villa,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Tottenham,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Everton,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Norwich,,True,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Watford,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Chelsea,,False,0,0,0,0,0,0,0,
Eldin Jakupovic,Leicester,Southampton,2022-05-22,True,0,0,0,0,0,0,0,0.1517078727483749
