name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Angus Gunn,Norwich,Liverpool,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Manchester City,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Leeds United,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Arsenal,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Watford,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Everton,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Burnley,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Brighton,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Chelsea,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Leicester City,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Brentford,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Southampton,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Wolverhampton,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Newcastle United,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Tottenham,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Manchester United,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Aston Villa,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Arsenal,2021-12-26,True,90,5,1,0,0,0,0,0.0
Angus Gunn,Norwich,Crystal Palace,2021-12-28,False,90,3,3,0,2,0,0,0.0
Angus Gunn,Norwich,West Ham,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Everton,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Watford,2022-01-21,False,90,0,3,0,9,2,1,0.0
Angus Gunn,Norwich,Crystal Palace,2022-02-09,True,90,1,4,0,4,1,0,0.0
Angus Gunn,Norwich,Manchester City,2022-02-12,True,90,4,5,1,6,0,0,0.0
Angus Gunn,Norwich,Liverpool,2022-02-19,False,90,3,4,0,2,0,0,0.0
Angus Gunn,Norwich,Southampton,2022-02-25,False,90,2,7,0,3,0,0,0.0
Angus Gunn,Norwich,Brentford,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Chelsea,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Leicester City,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Brighton,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Burnley,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Manchester United,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Newcastle United,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Aston Villa,,False,0,0,0,0,0,0,0,
Angus Gunn,Norwich,West Ham,,True,0,0,0,0,0,0,0,
Angus Gunn,Norwich,Leeds United,2022-05-11,False,90,3,5,0,2,0,0,0.0
Angus Gunn,Norwich,Wolverhampton,2022-05-15,False,90,1,3,0,3,0,0,0.0
Angus Gunn,Norwich,Tottenham,,True,0,0,0,0,0,0,0,
