name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Mark Gillespie,Newcastle,West Ham,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Aston Villa,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Southampton,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Manchester United,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Leicester City,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Watford,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Wolverhampton,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Tottenham,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Crystal Palace,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Chelsea,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Brighton,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Brentford,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Arsenal,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Norwich,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Burnley,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Leeds United,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Liverpool,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Manchester City,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Manchester United,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Watford,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Leicester City,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Everton,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Aston Villa,2022-02-13,True,0,0,0,0,0,0,0,0.1352724730968475
Mark Gillespie,Newcastle,West Ham,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Brentford,2022-02-26,False,0,0,0,0,0,0,0,0.212777704000473
Mark Gillespie,Newcastle,Brighton,2022-03-05,True,0,0,0,0,0,0,0,0.0
Mark Gillespie,Newcastle,Southampton,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Chelsea,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Everton,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Tottenham,2022-04-03,False,0,0,0,0,0,0,0,0.0
Mark Gillespie,Newcastle,Wolverhampton,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Leeds United,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Crystal Palace,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Norwich,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Liverpool,2022-04-30,True,0,0,0,0,0,0,0,0.0
Mark Gillespie,Newcastle,Manchester City,,False,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Arsenal,,True,0,0,0,0,0,0,0,
Mark Gillespie,Newcastle,Burnley,,False,0,0,0,0,0,0,0,
