goals,shots,xG,time,position,date,xA,assists,key_passes
0,3,0.0962870940566062,40,Sub,2024-05-19,0.0268046353012323,1,1
0,1,0.3446391522884369,74,ML,2024-05-11,0.0,0,0
0,0,0.0,90,DL,2024-05-04,0.0,0,0
0,1,0.0444148257374763,90,DL,2024-04-27,0.0,0,0
0,3,0.122787594795227,72,MR,2024-04-20,0.2468012422323227,1,2
0,0,0.0,49,DL,2024-04-13,0.0,0,0
0,0,0.0,26,Sub,2024-04-06,0.0,0,0
0,2,0.0910728350281715,90,DR,2024-04-02,0.4129383265972137,0,1
0,0,0.0,90,DL,2024-03-30,0.0,0,0
0,1,0.0300273261964321,90,MR,2024-03-16,0.1019787415862083,0,1
0,1,0.0232903342694044,90,MR,2024-03-10,0.0,0,0
0,3,0.548427402973175,82,MR,2024-03-03,0.0,0,0
0,0,0.0,12,Sub,2024-02-24,0.0,0,0
0,1,0.078284777700901,7,Sub,2024-02-17,0.0,0,0
0,0,0.0,7,Sub,2024-02-10,0.0,0,0
0,1,0.0274854637682437,90,DL,2024-02-03,0.0368063412606716,0,2
0,0,0.0,90,DR,2024-01-31,0.0,0,0
0,2,0.1005366370081901,90,DR,2024-01-12,0.0,0,0
0,0,0.0,90,DR,2023-12-30,0.096537247300148,0,1
0,0,0.0,90,DR,2023-12-26,0.0,0,0
0,0,0.0,90,DR,2023-12-23,0.0,0,0
0,0,0.0,90,DR,2023-12-16,0.0,0,0
0,0,0.0,90,DR,2023-12-09,0.0,0,0
0,2,0.0371720343828201,90,DR,2023-12-05,0.0,0,0
0,2,0.1735579222440719,90,DR,2023-12-02,0.0,0,0
0,1,0.0105684846639633,90,DR,2023-11-25,0.0,0,0
0,0,0.0,90,DR,2023-11-11,0.0,0,0
0,0,0.0,90,DR,2023-11-04,0.0,0,0
0,0,0.0,90,DR,2023-10-28,0.0550472326576709,0,2
0,0,0.0,64,DR,2023-10-07,0.0,0,0
0,1,0.0349618308246135,1,Sub,2023-09-30,0.0,0,0
0,0,0.0,90,DL,2023-08-11,0.0580548197031021,0,1
