name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points
Luke Thomas,Leicester,Fulham,2023-01-03,True,71,0.0,0.0,0.0,0.28,2,0.0,1.0,3.4,0,0,1,1.11,1,2.0,0.0,29.06,0.14,0.18,1.42,0.25,0,2.0
Luke Thomas,Leicester,Nottingham Forest,2023-01-14,False,67,0.0,0.0,0.0,0.0,2,0.0,0.0,1.1,0,0,1,1.36,1,2.4,0.0,31.05,0.12,0.18,1.42,0.25,0,4.0
Luke Thomas,Leicester,Brighton,2023-01-21,True,90,0.0,0.07,0.0,0.0,4,2.0,0.0,1.3,0,0,2,1.53,1,2.0,0.01,34.0,0.11,0.18,1.42,0.25,0,1.0
Luke Thomas,Leicester,Aston Villa,2023-02-04,False,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.23,0,2.0,0.01,32.81,0.1,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.8,0.01,31.32,0.1,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,1.4,0.01,29.96,0.1,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.0,0.01,28.71,0.1,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,27.56,0.1,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,26.5,0.1,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,25.52,0.1,0.18,1.42,0.25,0,1.0
Luke Thomas,Leicester,Crystal Palace,2023-04-01,False,30,0.0,0.0,0.0,0.0,1,0.0,0.0,1.1,0,0,1,1.15,0,0.2,0.0,25.68,0.09,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,24.79,0.09,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,23.97,0.09,0.18,1.42,0.25,0,1.0
Luke Thomas,Leicester,Manchester City,2023-04-15,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,0,0.15,0,0.4,0.0,24.65,0.08,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,23.88,0.08,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,23.15,0.08,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Everton,2023-05-01,True,87,0.0,0.02,0.0,0.02,0,1.0,1.0,3.7,0,0,2,3.3,1,0.2,0.0,25.03,0.08,0.18,1.42,0.25,0,1.0
Luke Thomas,Leicester,Fulham,2023-05-08,False,14,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,0,0,0.29,0,0.4,0.0,24.71,0.07,0.18,1.42,0.25,0,0.0
Luke Thomas,Leicester,Liverpool,2023-05-15,True,23,0.0,0.0,0.0,0.0,0,0.0,0.0,0.8,0,0,1,0.87,0,0.2,0.0,24.67,0.07,0.18,1.42,0.25,0,6.0
Luke Thomas,Leicester,Newcastle United,2023-05-22,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.3,0,1,0,2.05,1,1.4,0.0,26.43,0.12,0.18,1.42,0.25,0,2.0
Luke Thomas,Leicester,West Ham,2023-05-28,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0,1,1.34,1,1.8,0.0,28.11,0.12,0.18,1.42,0.25,0,1.0
