name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Max Kilman,Wolves,Leicester City,2022-08-06,False,90,0.0,0.06,0.0,0.0,1,1.0,0.0,3.1,0,0,2,0.0,0,1.0,0.06,90.0,0.0,1.38,0.14,0.33,0,7.0,Wolves,True,Fulham,,-0.3
Max Kilman,Wolves,Fulham,2022-08-13,True,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.8,1,1,0,0.0,0,4.0,0.03,90.0,0.5,1.38,0.14,0.33,0,2.0,Wolves,False,Tottenham,-4.46,-0.03
Max Kilman,Wolves,Tottenham,2022-08-20,False,90,0.0,0.01,0.0,0.0,2,1.0,0.0,2.7,0,0,1,0.0,0,3.33,0.02,90.0,0.33,1.38,0.14,0.33,0,2.0,Wolves,True,Newcastle United,-1.53,0.73
Max Kilman,Wolves,Newcastle United,2022-08-28,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.2,0,0,1,0.0,0,3.0,0.02,90.0,0.25,1.38,0.14,0.33,0,9.0,Wolves,False,Bournemouth,,0.19
Max Kilman,Wolves,Bournemouth,2022-08-31,False,90,0.0,0.0,0.0,0.0,9,0.0,0.0,2.4,3,1,0,0.0,0,4.2,0.01,90.0,0.4,1.38,0.14,0.33,0,6.0,Wolves,True,Southampton,-4.51,-0.38
Max Kilman,Wolves,Southampton,2022-09-03,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.0,0,1,0,0.0,0,5.2,0.0,90.0,0.5,1.38,0.14,0.33,0,1.0,Wolves,True,Manchester City,4.97,-1.17
Max Kilman,Wolves,Manchester City,2022-09-17,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,3,0.0,0,4.0,0.0,90.0,0.43,1.38,0.14,0.33,0,1.0,Wolves,False,West Ham,0.58,0.14
Max Kilman,Wolves,West Ham,2022-10-01,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.8,0,0,2,0.0,0,3.8,0.0,90.0,0.38,1.38,0.14,0.33,0,1.0,Wolves,False,Chelsea,-1.63,-0.72
Max Kilman,Wolves,Chelsea,2022-10-08,False,90,0.0,0.22,0.0,0.0,1,1.0,0.0,1.2,0,0,3,0.0,0,3.6,0.04,90.0,0.33,1.38,0.14,0.33,0,6.0,Wolves,True,Nottingham Forest,,
Max Kilman,Wolves,Nottingham Forest,2022-10-15,True,90,0.0,0.08,0.0,0.0,6,1.0,0.0,2.1,0,1,0,0.0,0,3.0,0.06,90.0,0.4,1.38,0.14,0.33,0,1.0,Wolves,False,Crystal Palace,3.09,0.13
Max Kilman,Wolves,Crystal Palace,2022-10-18,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.7,0,0,2,0.0,0,2.0,0.06,90.0,0.36,1.38,0.14,0.33,0,0.0,Wolves,True,Leeds United,-1.61,-0.79
Max Kilman,Wolves,Leeds United,2022-10-23,True,90,0.0,0.12,0.0,0.0,0,1.0,0.0,2.4,0,0,4,0.0,0,1.8,0.08,90.0,0.33,1.38,0.14,0.33,0,2.0,Wolves,False,Brentford,-1.55,-0.55
Max Kilman,Wolves,Brentford,2022-10-29,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1,0.0,0,2.0,0.08,90.0,0.31,1.38,0.14,0.33,0,1.0,Wolves,True,Brighton,5.19,-0.71
Max Kilman,Wolves,Brighton,2022-11-05,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,3,0.0,0,2.0,0.04,90.0,0.29,1.38,0.14,0.33,0,1.0,Wolves,True,Arsenal,1.59,0.36
