name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Harrison Ashby,West Ham,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Nottingham Forest,,
Harrison Ashby,West Ham,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Brighton,-0.14,-0.71
Harrison Ashby,West Ham,Brighton,2022-08-21,True,0,1.0,0.98,1.0,0.1,0,2.0,1.0,0.0,0,0,0,0.0,0,0.0,0.66,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Aston Villa,-3.76,0.59
Harrison Ashby,West Ham,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.5,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Tottenham,-2.12,1.07
Harrison Ashby,West Ham,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.4,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Chelsea,2.29,-0.72
Harrison Ashby,West Ham,Chelsea,2022-09-03,False,0,0.0,0.0,0.0,0.08,0,0.0,1.0,0.0,0,0,0,0.0,0,0.0,0.4,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Everton,-1.23,-0.63
Harrison Ashby,West Ham,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.4,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Wolverhampton,0.78,-0.48
Harrison Ashby,West Ham,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Fulham,,-0.3
Harrison Ashby,West Ham,Fulham,2022-10-09,True,0,0.0,0.01,0.0,0.06,0,1.0,1.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Southampton,0.96,-1.07
Harrison Ashby,West Ham,Southampton,2022-10-16,False,0,0.0,0.05,0.0,0.31,0,1.0,2.0,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Liverpool,0.66,-1.33
Harrison Ashby,West Ham,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Bournemouth,,1.46
Harrison Ashby,West Ham,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Manchester United,2.8,-0.1
Harrison Ashby,West Ham,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Crystal Palace,2.25,0.81
Harrison Ashby,West Ham,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Leeds United,-5.24,-0.79
Harrison Ashby,West Ham,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Arsenal,4.81,-0.0
Harrison Ashby,West Ham,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Brentford,3.83,0.69
Harrison Ashby,West Ham,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Leicester City,-1.82,-0.05
Harrison Ashby,West Ham,Leicester City,2023-01-04,False,0,0.0,0.01,1.0,0.18,0,1.0,2.0,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0,0,0.0,West Ham,False,Wolverhampton,4.02,-0.46
Harrison Ashby,West Ham,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0,0,0.0,West Ham,True,Everton,-1.75,0.34
Harrison Ashby,West Ham,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0,0,0.0,Newcastle,True,West Ham,0.49,0.63
Harrison Ashby,Newcastle,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0,0,0.0,Newcastle,False,Bournemouth,,0.19
Harrison Ashby,Newcastle,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,0,0,0.0,Newcastle,True,Liverpool,,-0.53
Harrison Ashby,Newcastle,Liverpool,2023-02-18,True,0,0.0,0.03,0.0,0.04,0,1.0,1.0,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.0,0,0,0.0,Newcastle,False,Manchester City,,-1.26
Harrison Ashby,Newcastle,Manchester City,2023-03-04,False,0,0.0,0.07,0.0,0.09,0,1.0,2.0,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.0,0.0,0,0,0.0,Newcastle,True,Wolverhampton,,-0.48
Harrison Ashby,Newcastle,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.0,0.0,0,0,0.0,Newcastle,False,Nottingham Forest,,
Harrison Ashby,Newcastle,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.0,0.0,0,0,0.0,Newcastle,True,Manchester United,-0.55,0.38
Harrison Ashby,Newcastle,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.0,0.0,0,0,0.0,Newcastle,False,West Ham,,0.14
Harrison Ashby,Newcastle,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.0,0,0,0.0,Newcastle,False,Brentford,,-0.55
Harrison Ashby,Newcastle,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,Newcastle,False,Aston Villa,3.3,0.59
Harrison Ashby,Newcastle,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,Newcastle,True,Tottenham,-0.29,1.07
