name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Josh Martin,Norwich,Liverpool,2021-08-14,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Leicester City,2021-10-31,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Southampton,2021-11-20,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Wolverhampton,2021-11-27,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Newcastle United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Tottenham,2021-12-05,False,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Manchester United,2021-12-11,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Aston Villa,2021-12-14,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Arsenal,2021-12-26,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Manchester City,2021-08-21,False,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Everton,2022-01-15,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Watford,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Crystal Palace,2022-02-09,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Liverpool,2022-02-19,False,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Southampton,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Brentford,2022-03-05,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Chelsea,2022-03-10,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Leicester City,2022-03-13,False,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Leeds United,2021-08-28,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Brighton,2022-04-02,False,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Burnley,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Manchester United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Newcastle United,2022-04-23,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Aston Villa,2022-04-30,False,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,West Ham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Leeds United,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Wolverhampton,2022-05-15,False,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Arsenal,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Watford,2021-09-18,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Everton,2021-09-25,False,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Brighton,2021-10-16,True,GK,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
Josh Martin,Norwich,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0
