name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Matt Targett,Newcastle,Southampton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,False,Bournemouth,,-0.04
Matt Targett,Newcastle,Bournemouth,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,True,Tottenham,,0.74
Matt Targett,Newcastle,Tottenham,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,False,Wolverhampton,,-0.53
Matt Targett,Newcastle,Wolverhampton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,False,Fulham,,0.53
Matt Targett,Newcastle,Fulham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,True,Manchester City,,-1.18
Matt Targett,Newcastle,Manchester City,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,False,Everton,,-0.39
Matt Targett,Newcastle,Everton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,True,Brighton,,-0.42
Matt Targett,Newcastle,Brighton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,False,Chelsea,,-0.9
Matt Targett,Newcastle,Chelsea,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,True,Arsenal,,-0.32
Matt Targett,Newcastle,Arsenal,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,0.0,Newcastle,False,Nottingham Forest,,-0.54
Matt Targett,Newcastle,Nottingham Forest,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.77,,Newcastle,True,West Ham,,0.48
,Newcastle,,,,,,,,,,,,,,,,,,,,,,,,,,,Newcastle,False,Crystal Palace,,0.2
,Newcastle,,,,,,,,,,,,,,,,,,,,,,,,,,,Newcastle,True,Liverpool,,0.24
