name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,390,0.0,0.0,0.0,0.0,1.0,Nott'm Forest,False,Fulham,,1.37
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Fulham,2023-02-11,False,83,0.0,0.09,0.0,0.0,1,1.0,0.0,2.4,0,0,2,1.62,0,693,0.5,0.04,41.5,0.0,2.0,Nott'm Forest,True,Manchester City,,-1.17
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Manchester City,2023-02-18,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.4,0,0,1,2.54,1,816,1.0,0.03,57.67,0.0,0.0,Nott'm Forest,False,West Ham,,0.14
Felipe Augusto de Almeida Monteiro,Nott'm Forest,West Ham,2023-02-25,False,90,0.0,0.02,0.0,0.0,0,1.0,0.0,5.4,0,0,4,2.73,1,3153,0.75,0.03,65.75,0.0,0.0,Nott'm Forest,True,Everton,,0.34
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Everton,2023-03-05,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.4,0,0,2,1.7,1,2903,0.6,0.02,70.6,0.0,4.0,Nott'm Forest,False,Tottenham,,-0.03
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Tottenham,2023-03-11,False,90,0.0,0.11,1.0,0.52,4,2.0,1.0,5.6,0,0,3,2.05,1,2665,1.4,0.24,73.83,0.0,1.0,Nott'm Forest,True,Newcastle United,,0.73
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Newcastle United,2023-03-17,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,4.1,0,0,2,2.42,1,4166,1.4,0.23,76.14,0.0,2.0,Nott'm Forest,True,Wolverhampton,,-0.48
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Wolverhampton,2023-04-01,True,90,0.0,0.04,0.0,0.09,2,1.0,2.0,4.6,0,0,1,0.47,1,4886,1.4,0.23,77.88,0.0,0.0,Nott'm Forest,False,Leicester City,,-0.05
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Leicester City,2023-04-04,False,90,0.0,0.05,0.0,0.0,0,2.0,0.0,4.1,0,0,2,1.94,1,4886,1.4,0.24,79.22,0.0,1.0,Nott'm Forest,False,Aston Villa,,0.59
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Aston Villa,2023-04-08,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.3,0,0,2,1.37,1,4924,1.6,0.24,80.3,0.0,1.0,Nott'm Forest,True,Manchester United,,0.38
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Manchester United,2023-04-16,True,90,0.0,0.5,0.0,0.0,1,1.0,0.0,3.9,0,0,2,3.49,1,4564,1.0,0.12,81.18,0.0,1.0,Nott'm Forest,False,Liverpool,,-1.33
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Liverpool,2023-04-22,False,86,0.0,0.0,0.0,0.06,1,0.0,1.0,4.4,0,0,3,2.6,1,4570,1.0,0.12,81.58,0.0,1.0,Nott'm Forest,True,Brighton,,-0.71
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Brighton,2023-04-26,True,90,0.0,0.12,0.0,0.06,1,1.0,1.0,2.6,0,0,1,2.37,1,4848,0.8,0.13,82.23,0.0,0.0,Nott'm Forest,False,Brentford,,-0.55
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Brentford,2023-04-29,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.5,0,0,2,1.63,1,4907,0.8,0.12,82.79,0.0,1.0,Nott'm Forest,True,Southampton,,-0.38
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Southampton,2023-05-08,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.0,0,0,3,3.23,1,5138,0.8,0.12,83.27,0.0,1.0,Nott'm Forest,False,Chelsea,,-0.72
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Chelsea,2023-05-13,False,90,0.0,0.22,0.0,0.7,1,3.0,1.0,5.9,0,0,2,1.14,1,5767,0.8,0.07,83.69,0.0,9.0,Nott'm Forest,True,Arsenal,,0.36
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Arsenal,2023-05-20,True,78,0.0,0.09,0.0,0.08,9,1.0,1.0,3.4,3,1,0,0.53,1,5296,2.4,0.09,83.35,0.06,0.0,Nott'm Forest,False,Crystal Palace,,0.13
Felipe Augusto de Almeida Monteiro,Nott'm Forest,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,6224,2.2,0.06,78.72,0.06,,Nott'm Forest,False,Arsenal,,-0.0
