name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-03-18,0,Aston Villa,0,0,False
Ben Pearson,MID,Bournemouth,0,1,0,0.6,2022-08-06,71,Aston Villa,0,2,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-10-19,0,Southampton,0,0,True
Ben Pearson,MID,Bournemouth,0,0,4,1.7,2022-08-13,90,Manchester City,0,2,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-10-24,0,West Ham,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-10-08,0,Leeds United,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-11-05,0,Leicester City,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-11-12,2,Everton,0,1,True
Ben Pearson,MID,Bournemouth,0,0,2,0.1,2022-08-20,45,Arsenal,0,1,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-10-15,0,Fulham,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-12-27,0,Chelsea,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-10-29,0,Tottenham,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-12-31,0,Crystal Palace,0,0,True
Ben Pearson,MID,Bournemouth,0,0,1,0.1,2023-01-21,15,Nottingham Forest,0,1,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-02-25,0,Manchester City,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-04-08,0,Leeds United,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-02-18,0,Wolverhampton,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-03-04,0,Arsenal,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-01-03,0,Manchester United,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-02-04,0,Brighton,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-02-11,0,Newcastle United,0,0,True
Ben Pearson,MID,Bournemouth,0,0,2,1.2,2023-01-14,55,Brentford,0,1,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-03-11,0,Liverpool,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-04-01,0,Fulham,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-04-04,0,Brighton,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-04-23,0,West Ham,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-09-17,0,Newcastle United,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-04-15,0,Tottenham,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-04-27,0,Southampton,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-08-31,0,Wolverhampton,0,0,True
Ben Pearson,MID,Bournemouth,0,0,1,0.0,2022-08-27,4,Liverpool,0,1,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-09-03,0,Nottingham Forest,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2022-10-01,0,Brentford,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-05-06,0,Chelsea,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-05-28,0,Everton,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-05-13,0,Crystal Palace,0,0,False
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-04-30,0,Leicester City,0,0,True
Ben Pearson,MID,Bournemouth,0,0,0,0.0,2023-05-20,0,Manchester United,0,0,True
