name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Bryan Mbeumo,FWD,Brentford,0,5.1,2022-08-07,90,Leeds United,0,2,False
Bryan Mbeumo,FWD,Brentford,0,3.2,2022-10-08,61,Newcastle United,0,2,False
Bryan Mbeumo,FWD,Brentford,0,2.8,2022-10-14,79,Brighton,0,2,True
Bryan Mbeumo,FWD,Brentford,0,6.0,2022-10-19,71,Chelsea,0,2,True
Bryan Mbeumo,FWD,Brentford,0,7.8,2022-10-23,60,Aston Villa,0,2,False
Bryan Mbeumo,FWD,Brentford,0,9.1,2022-10-29,82,Wolverhampton,0,4,True
Bryan Mbeumo,FWD,Brentford,1,9.6,2022-11-05,80,Nottingham Forest,0,6,False
Bryan Mbeumo,FWD,Brentford,0,4.6,2022-11-12,73,Manchester City,1,1,False
Bryan Mbeumo,FWD,Brentford,0,3.9,2022-12-26,81,Tottenham,1,1,True
Bryan Mbeumo,FWD,Brentford,0,1.6,2022-12-30,58,West Ham,1,1,False
Bryan Mbeumo,FWD,Brentford,3,10.8,2023-01-02,87,Liverpool,1,12,True
Bryan Mbeumo,FWD,Brentford,0,6.2,2022-08-13,72,Manchester United,0,6,True
Bryan Mbeumo,FWD,Brentford,0,2.1,2023-01-14,88,Bournemouth,1,2,True
Bryan Mbeumo,FWD,Brentford,0,0.1,2023-01-22,73,Leicester City,1,2,False
Bryan Mbeumo,FWD,Brentford,3,12.9,2023-02-04,81,Southampton,1,12,True
Bryan Mbeumo,FWD,Brentford,0,5.3,2023-02-11,70,Arsenal,1,2,False
Bryan Mbeumo,FWD,Brentford,0,4.8,2023-02-18,90,Crystal Palace,1,5,True
Bryan Mbeumo,FWD,Brentford,0,6.8,2023-03-06,90,Fulham,1,2,True
Bryan Mbeumo,FWD,Brentford,0,8.0,2023-03-11,90,Everton,1,2,False
Bryan Mbeumo,FWD,Brentford,0,7.7,2023-03-15,77,Southampton,1,2,False
Bryan Mbeumo,FWD,Brentford,0,4.1,2023-03-18,90,Leeds United,1,2,True
Bryan Mbeumo,FWD,Brentford,1,7.1,2023-04-01,78,Brighton,1,9,False
Bryan Mbeumo,FWD,Brentford,0,0.5,2023-04-05,61,Manchester United,1,2,False
Bryan Mbeumo,FWD,Brentford,0,9.6,2022-08-20,90,Fulham,0,2,False
Bryan Mbeumo,FWD,Brentford,0,2.8,2023-04-08,16,Newcastle United,0,1,True
Bryan Mbeumo,FWD,Brentford,0,6.1,2023-04-15,90,Wolverhampton,1,2,False
Bryan Mbeumo,FWD,Brentford,2,12.5,2023-04-22,90,Aston Villa,1,7,True
Bryan Mbeumo,FWD,Brentford,1,5.5,2023-04-26,28,Chelsea,0,6,False
Bryan Mbeumo,FWD,Brentford,0,6.4,2023-04-29,90,Nottingham Forest,1,2,True
Bryan Mbeumo,FWD,Brentford,0,2.6,2023-05-06,90,Liverpool,1,1,False
Bryan Mbeumo,FWD,Brentford,3,15.8,2023-05-14,90,West Ham,1,9,True
Bryan Mbeumo,FWD,Brentford,3,17.2,2023-05-20,90,Tottenham,1,16,False
Bryan Mbeumo,FWD,Brentford,0,0.0,2023-05-28,88,Manchester City,1,5,True
Bryan Mbeumo,FWD,Brentford,0,6.1,2022-08-27,77,Everton,0,2,True
Bryan Mbeumo,FWD,Brentford,0,0.8,2022-08-30,67,Crystal Palace,0,2,False
Bryan Mbeumo,FWD,Brentford,2,9.0,2022-09-03,82,Leicester City,0,8,True
Bryan Mbeumo,FWD,Brentford,0,3.7,2022-09-18,75,Arsenal,0,2,True
Bryan Mbeumo,FWD,Brentford,0,1.1,2022-10-01,60,Bournemouth,0,2,False
