name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,starts,total_points,was_home
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-10-08,0,Brighton,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-11-06,0,Liverpool,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-10-15,0,Everton,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-12-26,0,Brentford,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-08-06,0,Southampton,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-08-14,0,Chelsea,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-02-26,0,Chelsea,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-02-05,0,Manchester City,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-08-20,0,Wolverhampton,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-11-12,0,Leicester City,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-01-01,0,Aston Villa,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-03-18,0,Southampton,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-01-15,0,Arsenal,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-01-19,0,Manchester City,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-01-04,0,Crystal Palace,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-10-29,0,Bournemouth,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-01-23,0,Fulham,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-10-23,0,Newcastle United,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-02-19,0,West Ham,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-10-19,0,Manchester United,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-04-08,0,Brighton,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-02-11,0,Leeds United,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-03-04,0,Wolverhampton,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-03-11,0,Nottingham Forest,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-04-03,0,Everton,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-04-15,0,Bournemouth,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-04-23,0,Newcastle United,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-04-27,0,Manchester United,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-04-30,0,Liverpool,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-05-06,0,Crystal Palace,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-05-13,0,Aston Villa,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-05-20,0,Brentford,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2023-05-28,0,Leicester City,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-08-31,0,West Ham,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-09-03,0,Fulham,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-09-17,0,Leeds United,0,0,0,0,0,True
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-08-28,0,Nottingham Forest,0,0,0,0,0,False
Brandon Austin,GK,Spurs,0,0,0.0,0,2022-10-01,0,Arsenal,0,0,0,0,0,False
