name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home
Jonny Evans,DEF,Leicester,0,0,0.0,2,1.5,2022-08-07,90,Brentford,0,0,1,True
Jonny Evans,DEF,Leicester,0,0,0.0,2,6.3,2022-10-08,90,Bournemouth,0,0,1,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2022-10-15,0,Crystal Palace,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2022-10-20,0,Leicester City,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2022-10-23,0,Wolverhampton,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2022-10-29,0,Manchester City,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2022-11-05,0,Everton,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2022-11-12,0,West Ham,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2022-12-26,0,Newcastle United,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2022-12-30,0,Liverpool,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-01-03,0,Fulham,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,4,1.5,2022-08-13,90,Arsenal,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-01-14,0,Nottingham Forest,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-01-21,0,Brighton,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-02-04,0,Aston Villa,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-02-11,0,Tottenham,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-02-19,0,Manchester United,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-02-25,0,Arsenal,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-03-04,0,Southampton,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.1,2023-03-11,1,Chelsea,0,0,1,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-03-18,0,Brentford,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-04-01,0,Crystal Palace,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-04-04,0,Aston Villa,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,2,1.9,2022-08-20,90,Southampton,0,0,1,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-04-08,0,Bournemouth,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-04-15,0,Manchester City,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-04-22,0,Wolverhampton,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-04-25,0,Leicester City,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-05-01,0,Everton,0,0,0,True
Jonny Evans,DEF,Leicester,0,0,0.0,0,0.0,2023-05-08,0,Fulham,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,2.04,3,1.5,2023-05-15,88,Liverpool,0,1,1,True
Jonny Evans,DEF,Leicester,0,1,1.21,0,3.0,2023-05-22,62,Newcastle United,0,1,6,False
Jonny Evans,DEF,Leicester,0,0,1.34,1,0.0,2023-05-28,90,West Ham,0,1,1,True
Jonny Evans,DEF,Leicester,0,0,0.0,2,1.6,2022-08-27,90,Chelsea,0,0,1,False
Jonny Evans,DEF,Leicester,0,0,0.0,1,2.7,2022-09-01,90,Manchester United,0,0,2,True
Jonny Evans,DEF,Leicester,0,0,0.0,5,2.2,2022-09-04,90,Brighton,0,0,0,False
Jonny Evans,DEF,Leicester,0,0,0.0,6,2.7,2022-09-17,90,Tottenham,0,0,-1,False
Jonny Evans,DEF,Leicester,0,1,0.0,0,2.9,2022-10-03,90,Nottingham Forest,0,0,6,True
