name,position,team,xP,assists,bonus,expected_assists,expected_goals,fixture,goals_scored,ict_index,minutes,opponent_team,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Jimmy Morgan,FWD,Southampton,1.2,0,0,0.0,0.0,170,0,0.0,0,Brighton,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,0.0,0,0,0.0,0.0,173,0,0.0,0,Fulham,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,0.5,0,0,0.0,0.0,190,0,0.0,0,Nottingham Forest,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,0.0,0,0,0.0,0.0,195,0,0.0,0,Everton,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,0.0,0,0,0.0,0.0,209,0,0.0,0,Aston Villa,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,0.0,0,0,0.0,0.0,212,0,0.0,0,Brentford,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,229,0,0.0,0,Wolverhampton,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,234,0,0.0,0,Chelsea,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,245,0,0.0,0,Leicester City,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,259,0,0.0,0,Leeds United,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,-1.0,0,0,0.0,0.0,267,0,0.0,0,Manchester United,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,-1.0,0,0,0.0,0.0,69,0,0.0,0,Brentford,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,279,0,0.0,0,Tottenham,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,290,0,0.0,0,West Ham,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,-1.5,0,0,0.0,0.0,298,0,0.0,0,Manchester City,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,307,0,0.0,0,Crystal Palace,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,-1.0,0,0,0.0,0.0,311,0,0.0,0,Arsenal,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,0.0,0,0,0.0,0.0,330,0,0.0,0,Bournemouth,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,-1.0,0,0,0.0,0.0,340,0,0.0,0,Newcastle United,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,347,0,0.0,0,Nottingham Forest,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,0.0,0,0,0.0,0.0,360,0,0.0,0,Fulham,0,0,0,0,True,0
Jimmy Morgan,FWD,Southampton,-0.5,0,0,0.0,0.0,362,0,0.0,0,Brighton,0,0,0,0,False,0
Jimmy Morgan,FWD,Southampton,0.0,0,0,0.0,0.0,380,0,0.0,0,Liverpool,0,0,0,0,True,0
