Opponent,Home Difficulty,Away Difficulty
Arsenal,-0.45230148006502047,0.5139584138697236
Aston Villa,0.09619536833396342,3.4113131138937187
Bournemouth,-2.2469129885293952,2.353622201305945
Brighton,-1.0337436793382695,1.9429167001847398
Burnley,-3.416451573884334,4.944307361896998
Chelsea,0.12617681010676146,-4.090395951299202
Crystal Palace,1.1552834572388153,0.47596605197999803
Everton,-0.643761615685496,2.2622568713145563
Fulham,-0.5662412729301642,3.095599118193019
Leeds United,2.2263920828103636,0.7554975791368415
Leicester City,-0.7311255281320728,-0.023652181553516338
Liverpool,-3.4662208626260664,3.6059633507000255
Luton,,
Manchester City,0.8591241282714854,-1.1494205267549689
Manchester United,-1.313529003193252,2.3529582170667647
Newcastle United,1.5373690658651478,2.832168829142901
Norwich,1.393254287810461,-3.9892099810052
Nottingham Forest,0.6493668199090356,1.16001451330456
Sheffield,,
Southampton,-4.060670527169383,0.9284888638569617
Tottenham,-0.4850947994454915,1.7755218214193063
Watford,-1.3638800002956732,-2.3271690704622703
West Ham,-2.807501520279792,-2.8144440549214
Wolverhampton,1.6101770798055224,-0.4352358617277159
