name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Lloyd Kelly,Bournemouth,Aston Villa,2022-08-06,True,DC,90,0.0,0.0,1.0,0.03,12,0.0,1.0,6.6,3,1,0,0.0,False,0.0,0.0,90.0,1.0,0,0,0,0,0,Bournemouth,True,Leeds United,-2.17
Lloyd Kelly,Bournemouth,Leeds United,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,12.0,1.0,45.0,1.0,0,0,0,0,0,Bournemouth,False,Fulham,0.65
Lloyd Kelly,Bournemouth,Fulham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,6.0,0.5,30.0,1.0,0,0,0,0,0,Bournemouth,True,Southampton,2.91
Lloyd Kelly,Bournemouth,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,4.0,0.33,22.5,1.0,0,0,0,0,0,Bournemouth,False,West Ham,1.5
Lloyd Kelly,Bournemouth,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,3.0,0.25,18.0,1.0,0,0,0,0,0,Bournemouth,True,Tottenham,1.6
Lloyd Kelly,Bournemouth,Tottenham,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,2.4,0.2,15.0,1.0,0,0,0,0,0,Bournemouth,False,Leicester City,-1.39
Lloyd Kelly,Bournemouth,Leicester City,,False,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,12.86,1.0,0,0,0,0,0,Bournemouth,True,Everton,-3.5
Lloyd Kelly,Bournemouth,Everton,,True,,0,,,,,0,,,0.0,0,0,0,0.0,False,0.0,0.0,11.25,1.0,0,0,0,0,1,Bournemouth,False,Chelsea,1.75
Lloyd Kelly,Bournemouth,Chelsea,2022-12-27,False,DC,90,0.0,0.05,0.0,0.0,1,1.0,0.0,2.0,0,0,2,1.74,True,0.0,0.0,20.0,0.5,0,0,0,0,0,Bournemouth,True,Crystal Palace,0.58
Lloyd Kelly,Bournemouth,Crystal Palace,2022-12-31,True,DC,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.6,0,0,2,1.49,True,0.2,0.01,27.0,0.33,0,0,0,0,1,Bournemouth,False,Manchester United,-1.42
Lloyd Kelly,Bournemouth,Manchester United,2023-01-03,False,DL,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.5,0,0,3,2.21,True,0.2,0.01,32.73,0.25,0,0,0,0,0,Bournemouth,False,Manchester City,2.96
