goals,shots,xG,time,position,date,xA,assists,key_passes
0,0,0,90,GK,2022-05-19,0.0,0,0
0,0,0,90,GK,2022-05-15,0.0,0,0
0,0,0,90,GK,2022-05-10,0.0,0,0
0,0,0,90,GK,2022-05-07,0.0,0,0
0,0,0,90,GK,2022-04-30,0.0,0,0
0,0,0,90,GK,2022-04-23,0.0,0,0
0,0,0,90,GK,2022-04-09,0.0,0,0
0,0,0,90,GK,2022-04-02,0.0,0,0
0,0,0,90,GK,2022-03-19,0.0,0,0
0,0,0,90,GK,2022-03-13,0.0,0,0
0,0,0,90,GK,2022-03-10,0.0,0,0
0,0,0,90,GK,2022-03-05,0.0,0,0
0,0,0,90,GK,2022-02-26,0.0,0,0
0,0,0,90,GK,2022-02-19,0.0,0,0
0,0,0,90,GK,2022-02-13,0.0,0,0
0,0,0,90,GK,2022-02-09,0.0,0,0
0,0,0,90,GK,2022-01-22,0.0,0,0
0,0,0,90,GK,2022-01-15,0.0,0,0
0,0,0,90,GK,2022-01-02,0.0,0,0
0,0,0,90,GK,2021-12-26,0.0,0,0
0,0,0,90,GK,2021-12-14,0.0,0,0
0,0,0,90,GK,2021-12-11,0.0,0,0
0,0,0,90,GK,2021-12-05,0.0,0,0
0,0,0,90,GK,2021-12-01,0.0,0,0
0,0,0,90,GK,2021-11-27,0.0,0,0
0,0,0,90,GK,2021-11-20,0.0,0,0
0,0,0,90,GK,2021-11-05,0.0,0,0
0,0,0,90,GK,2021-10-31,0.0,0,0
0,0,0,90,GK,2021-10-22,0.0,0,0
0,0,0,90,GK,2021-10-16,0.0,0,0
0,0,0,90,GK,2021-10-03,0.0,0,0
0,0,0,90,GK,2021-09-25,0.0,0,0
0,0,0,90,GK,2021-09-18,0.0,0,0
0,0,0,90,GK,2021-08-28,0.0,0,0
0,0,0,90,GK,2021-08-21,0.0,0,0
0,0,0,90,GK,2021-08-14,0.0,0,0
