Opponent,Home Difficulty,Away Difficulty
Arsenal,-3.3863318411349344,2.226686291229389
Aston Villa,-0.17943982310729523,1.701877161088785
Bournemouth,1.4039122453659696,
Brentford,0.07445008685224863,5.051370114803896
Brighton,1.7558948387040207,
Burnley,-3.3630600249657077,-1.0176686587837884
Chelsea,-2.6796650284050583,0.38279643196804447
Crystal Palace,2.2371943837522563,-0.009247661915341765
Everton,1.7843778923548872,-3.150251253376183
Fulham,,-1.5026455904724796
Leeds United,,0.5650445344023634
Leicester City,-4.859306068176671,
Liverpool,0.13852892439662745,-1.1688040435631297
Luton,-1.0160443010403037,
Manchester City,0.8637513349213372,-0.10785073246430965
Newcastle United,-1.4946781482334124,0.2953029413539016
Norwich,,-1.323821434344837
Nottingham Forest,-0.7001305371084567,
Sheffield,,-1.0043347779110618
Southampton,,-0.9850095197493853
Tottenham,-3.2751437892250794,-0.24135710739706817
Watford,,3.3634510222076655
West Ham,-1.5251258712025433,1.6010243438931446
Wolverhampton,0.23784343072379915,-0.2809822788463332
