name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Troy Parrott,Spurs,Southampton,True,0,0,0.0,0,False,0.0,Spurs,False,Brighton,-2.68,-0.39
Troy Parrott,Spurs,Brighton,False,0,0,0.0,0,False,0.0,Spurs,True,Everton,-5.21,0.34
Troy Parrott,Spurs,Everton,True,0,0,0.0,0,False,0.0,Spurs,False,Manchester United,4.8,-0.1
Troy Parrott,Spurs,Manchester United,False,0,0,0.0,0,False,0.0,Spurs,True,Newcastle United,-3.79,0.73
Troy Parrott,Spurs,Newcastle United,True,0,0,0.0,0,False,0.0,Spurs,False,Bournemouth,,0.19
Troy Parrott,Spurs,Bournemouth,False,0,0,0.0,0,False,0.0,Spurs,True,Liverpool,0.32,-0.53
Troy Parrott,Spurs,Liverpool,True,0,0,0.0,0,False,0.0,Spurs,True,Leicester City,-0.2,0.83
Troy Parrott,Spurs,Leicester City,True,0,0,0.0,0,False,0.0,Spurs,False,Brentford,1.4,-0.55
Troy Parrott,Spurs,Brentford,False,0,0,0.0,0,False,0.0,Spurs,True,Aston Villa,-0.44,0.55
Troy Parrott,Spurs,Aston Villa,True,0,0,0.0,0,False,0.0,Spurs,False,Crystal Palace,7.24,0.13
Troy Parrott,Spurs,Crystal Palace,False,0,0,0.0,0,False,0.0,Spurs,False,Chelsea,3.74,-0.72
Troy Parrott,Spurs,Chelsea,False,0,0,0.0,0,False,0.0,Spurs,True,Arsenal,-2.81,0.36
Troy Parrott,Spurs,Arsenal,True,0,0,0.0,0,False,0.0,Spurs,False,Manchester City,-2.29,-1.26
Troy Parrott,Spurs,Manchester City,False,0,0,0.0,0,False,0.0,Spurs,False,Fulham,,1.37
Troy Parrott,Spurs,Fulham,False,0,0,0.0,0,False,0.0,Spurs,True,Manchester City,-0.19,-1.17
Troy Parrott,Spurs,Manchester City,True,0,0,0.0,0,False,0.0,Spurs,False,Leeds United,1.08,-0.8
Troy Parrott,Spurs,Leeds United,False,0,0,0.0,0,False,0.0,Spurs,True,West Ham,-1.58,0.63
Troy Parrott,Spurs,West Ham,True,0,0,0.0,0,False,0.0,Spurs,True,Chelsea,5.76,-0.25
Troy Parrott,Spurs,Chelsea,True,0,0,0.0,0,False,0.0,Spurs,False,Wolverhampton,-1.1,-0.46
Troy Parrott,Spurs,Wolverhampton,False,0,0,0.0,0,False,0.0,Spurs,True,Nottingham Forest,,
Troy Parrott,Spurs,Nottingham Forest,True,0,0,0.0,0,False,0.0,Spurs,False,Southampton,-0.01,-1.07
Troy Parrott,Spurs,Southampton,False,0,0,0.0,0,False,0.0,Spurs,False,Everton,-0.37,-0.63
Troy Parrott,Spurs,Everton,False,0,0,0.0,0,False,0.0,Spurs,True,Wolverhampton,-0.85,-0.48
Troy Parrott,Spurs,Wolverhampton,True,0,0,0.0,0,False,0.0,Spurs,True,Brighton,,-0.71
Troy Parrott,Spurs,Brighton,True,0,0,0.0,0,False,0.0,Spurs,True,Bournemouth,,1.46
Troy Parrott,Spurs,Bournemouth,True,0,0,0.0,0,False,0.0,Spurs,False,Newcastle United,0.79,-0.34
Troy Parrott,Spurs,Newcastle United,False,0,0,0.0,0,False,0.0,Spurs,True,Manchester United,5.3,0.38
Troy Parrott,Spurs,Manchester United,True,0,0,0.0,0,False,0.0,Spurs,False,Liverpool,,-1.33
Troy Parrott,Spurs,Liverpool,False,0,0,0.0,0,False,0.0,Spurs,True,Crystal Palace,-3.09,0.81
Troy Parrott,Spurs,Crystal Palace,True,0,0,0.0,0,False,0.0,Spurs,False,Aston Villa,,0.59
Troy Parrott,Spurs,Aston Villa,False,0,0,0.0,0,False,0.0,Spurs,True,Brentford,-3.15,0.69
Troy Parrott,Spurs,Brentford,True,0,0,0.0,0,False,0.0,Spurs,False,Leicester City,,-0.05
Troy Parrott,Spurs,Leicester City,False,0,0,0.0,0,False,0.0,Spurs,False,Nottingham Forest,-5.2,
Troy Parrott,Spurs,Nottingham Forest,False,0,0,0.0,0,False,0.0,Spurs,False,West Ham,2.68,0.14
Troy Parrott,Spurs,West Ham,False,0,0,0.0,0,False,0.0,Spurs,True,Fulham,-1.52,-0.3
Troy Parrott,Spurs,Fulham,True,0,0,0.0,0,False,0.0,Spurs,True,Leeds United,-5.34,-0.79
Troy Parrott,Spurs,Leeds United,True,0,0,0.0,0,False,0.0,Spurs,False,Arsenal,2.45,-0.0
Troy Parrott,Spurs,Arsenal,False,0,0,0.0,0,False,,Chelsea,True,Liverpool,,-0.53
