name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
James McAtee,Man City,Chelsea,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,7920.0,0.0,0.0,0.0,3.0,3.0,3.2,3.06,0.04,1.0,Man City,True,Ipswich Town,,
James McAtee,Man City,Ipswich Town,2024-08-24,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,7008.0,0.5,0.0,0.5,3.0,3.0,3.2,3.06,0.04,0.0,Man City,False,West Ham,,-0.34
James McAtee,Man City,West Ham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,6291.0,0.33,0.0,0.33,3.0,3.0,3.2,3.06,0.04,0.0,Man City,True,Brentford,,0.54
James McAtee,Man City,Brentford,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,5288.0,0.25,0.0,0.25,3.0,3.0,3.2,3.06,0.04,0.0,Man City,True,Arsenal,,-0.32
James McAtee,Man City,Arsenal,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,5092.0,0.2,0.0,0.2,3.0,3.0,3.2,3.06,0.04,0.0,Man City,False,Newcastle United,,-0.44
James McAtee,Man City,Newcastle United,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,4743.0,0.2,0.0,0.17,3.0,3.0,3.2,3.06,0.04,0.0,Man City,True,Fulham,,0.27
James McAtee,Man City,Fulham,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,4679.0,0.0,0.0,0.14,3.0,3.0,3.2,3.06,0.04,0.0,Man City,False,Wolverhampton,,-0.53
James McAtee,Man City,Wolverhampton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,4573.0,0.0,0.0,0.12,3.0,3.0,3.2,3.06,0.04,0.0,Man City,True,Southampton,,0.24
James McAtee,Man City,Southampton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,4573.0,0.0,0.0,0.11,3.0,3.0,3.2,3.06,0.04,0.0,Man City,False,Bournemouth,,-0.04
James McAtee,Man City,Bournemouth,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,4625.0,0.0,0.0,0.1,3.0,3.0,3.2,3.06,0.04,0.0,Man City,False,Brighton,,-0.61
James McAtee,Man City,Brighton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,4426.0,0.0,0.0,0.09,3.0,3.0,3.2,3.06,0.04,0.0,Man City,True,Tottenham,,0.74
James McAtee,Man City,Tottenham,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,4399.0,0.0,0.0,0.08,3.0,3.0,3.2,3.06,0.04,,Man City,False,Liverpool,,-1.08
,Man City,,,,,,,,,,,,,,,,,,,,,,,,,Man City,True,Nottingham Forest,,1.2
,Man City,,,,,,,,,,,,,,,,,,,,,,,,,Man City,False,Crystal Palace,,0.2
