name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Hannes Delcroix,Burnley,Aston Villa,2023-08-27,True,90,0.0,0.07,0.0,0.08,1,2.0,2.0,6.5,0,0,3,2.51,1,1.0,0.07,90.0,0.0,-1.0,Burnley,True,Tottenham,-3.78,0.69
Hannes Delcroix,Burnley,Tottenham,2023-09-02,True,45,0.0,0.16,0.0,0.0,-1,2.0,0.0,2.7,0,0,3,1.21,0,0.0,0.12,67.5,0.0,1.0,Burnley,False,Nottingham Forest,,-0.55
Hannes Delcroix,Burnley,Nottingham Forest,2023-09-18,False,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.08,0,0.33,0.08,46.0,0.0,0.0,Burnley,True,Manchester United,-0.59,0.38
Hannes Delcroix,Burnley,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.25,0.06,34.5,0.0,0.0,Burnley,False,Newcastle United,4.0,-0.41
Hannes Delcroix,Burnley,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.05,27.6,0.0,1.0,Burnley,False,Luton,,
Hannes Delcroix,Burnley,Luton,2023-10-03,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.04,0,0.2,0.03,23.17,0.0,0.0,Burnley,True,Chelsea,6.1,-0.25
Hannes Delcroix,Burnley,Chelsea,2023-10-07,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.5,0,0,4,1.58,1,0.4,0.0,32.71,0.0,1.0,Burnley,False,Brentford,4.04,-0.53
Hannes Delcroix,Burnley,Brentford,2023-10-21,False,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,1,0.19,0,0.4,0.0,29.88,0.0,0.0,Burnley,False,Bournemouth,,0.19
Hannes Delcroix,Burnley,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,26.56,0.0,0.0,Burnley,True,Crystal Palace,0.07,0.88
Hannes Delcroix,Burnley,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,23.9,0.0,0.0,Burnley,False,Arsenal,-1.08,-0.48
