name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Stefan Bajcetic,Liverpool,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Bournemouth,-5.88,1.22
Stefan Bajcetic,Liverpool,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Newcastle United,-0.28,-0.41
Stefan Bajcetic,Liverpool,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Aston Villa,0.6,0.64
Stefan Bajcetic,Liverpool,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Wolverhampton,3.36,-0.52
Stefan Bajcetic,Liverpool,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,West Ham,0.54,0.49
Stefan Bajcetic,Liverpool,West Ham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Tottenham,1.74,-0.36
Stefan Bajcetic,Liverpool,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Brighton,0.48,-0.6
Stefan Bajcetic,Liverpool,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Everton,-1.32,0.53
Stefan Bajcetic,Liverpool,Everton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Nottingham Forest,0.91,1.55
Stefan Bajcetic,Liverpool,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Luton,,
Stefan Bajcetic,Liverpool,Luton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Brentford,-2.91,0.79
Stefan Bajcetic,Liverpool,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Manchester City,1.92,-1.32
Stefan Bajcetic,Liverpool,Manchester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Fulham,0.11,-0.13
Stefan Bajcetic,Liverpool,Fulham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Sheffield,,-0.61
Stefan Bajcetic,Liverpool,Sheffield,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Crystal Palace,-0.31,0.38
Stefan Bajcetic,Liverpool,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Manchester United,-4.17,0.38
Stefan Bajcetic,Liverpool,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Arsenal,-1.17,-0.11
Stefan Bajcetic,Liverpool,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Burnley,-0.79,0.0
Stefan Bajcetic,Liverpool,Burnley,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Newcastle United,0.08,0.55
Stefan Bajcetic,Liverpool,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Bournemouth,2.9,0.19
Stefan Bajcetic,Liverpool,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Chelsea,0.25,-0.25
Stefan Bajcetic,Liverpool,Chelsea,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Arsenal,3.5,-0.48
Stefan Bajcetic,Liverpool,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Burnley,-2.64,0.39
Stefan Bajcetic,Liverpool,Burnley,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Brentford,5.51,-0.53
Stefan Bajcetic,Liverpool,Brentford,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Luton,,
Stefan Bajcetic,Liverpool,Luton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Nottingham Forest,3.7,-0.55
Stefan Bajcetic,Liverpool,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Manchester City,-1.69,-0.96
Stefan Bajcetic,Liverpool,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Brighton,2.85,-0.66
Stefan Bajcetic,Liverpool,Brighton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Sheffield,,0.68
Stefan Bajcetic,Liverpool,Sheffield,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,False,Manchester United,-0.0,-0.63
Stefan Bajcetic,Liverpool,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.96,0.75,0.04,0.0,Liverpool,True,Crystal Palace,0.33,0.88
