name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Sam Johnstone,Crystal Palace,Sheffield,2023-08-12,False,90,0,0.49,1,0,6,0,1,0.0,1,6.0,0,90.0,1.0,1.0,2.0,Crystal Palace,True,Arsenal,,-0.11
Sam Johnstone,Crystal Palace,Arsenal,2023-08-21,True,90,1,2.0,2,0,2,0,0,0.0,1,4.0,0,90.0,0.5,1.5,2.0,Crystal Palace,False,Brentford,,-0.53
Sam Johnstone,Crystal Palace,Brentford,2023-08-26,False,90,1,0.97,0,0,2,0,0,0.0,1,3.33,0,90.0,0.33,1.0,1.0,Crystal Palace,True,Wolverhampton,,0.05
Sam Johnstone,Crystal Palace,Wolverhampton,2023-09-03,True,90,2,1.34,2,0,1,0,0,0.0,1,2.75,0,90.0,0.25,1.25,1.0,Crystal Palace,False,Aston Villa,,0.29
Sam Johnstone,Crystal Palace,Aston Villa,2023-09-16,False,90,3,3.21,2,0,1,0,0,0.0,1,2.4,0,90.0,0.2,1.4,8.0,Crystal Palace,True,Fulham,,-0.13
Sam Johnstone,Crystal Palace,Fulham,2023-09-23,True,90,0,0.59,5,0,8,1,1,0.0,1,2.8,0,90.0,0.33,2.0,9.0,Crystal Palace,False,Manchester United,,-0.63
Sam Johnstone,Crystal Palace,Manchester United,2023-09-30,False,90,0,1.69,3,0,9,2,1,0.0,1,4.2,0,90.0,0.43,2.14,9.0,Crystal Palace,True,Nottingham Forest,,1.55
Sam Johnstone,Crystal Palace,Nottingham Forest,2023-10-07,True,90,0,1.18,5,0,9,2,1,0.0,1,5.6,0,90.0,0.5,2.5,1.0,Crystal Palace,False,Newcastle United,,-0.41
Sam Johnstone,Crystal Palace,Newcastle United,2023-10-21,False,90,4,2.39,3,0,1,0,0,0.0,1,5.6,0,90.0,0.44,2.56,1.0,Crystal Palace,True,Tottenham,,0.69
Sam Johnstone,Crystal Palace,Tottenham,2023-10-27,True,90,2,1.12,0,0,1,0,0,0.0,1,5.6,0,90.0,0.4,2.3,9.0,Crystal Palace,False,Burnley,,0.0
Sam Johnstone,Crystal Palace,Burnley,2023-11-04,False,90,0,1.12,5,0,9,2,1,0.0,1,5.8,0,90.0,0.45,2.55,1.0,Crystal Palace,True,Everton,,0.53
Sam Johnstone,Crystal Palace,Everton,2023-11-11,True,90,3,1.6,1,0,1,0,0,0.0,1,4.2,0,90.0,0.42,2.42,1.0,Crystal Palace,False,Luton,,
Sam Johnstone,Crystal Palace,Luton,2023-11-25,False,90,2,0.83,1,0,1,0,0,0.0,1,2.6,0,90.0,0.38,2.31,2.0,Crystal Palace,False,West Ham,,-0.22
Sam Johnstone,Crystal Palace,West Ham,2023-12-03,False,90,1,1.26,2,0,2,0,0,0.0,1,2.8,0,90.0,0.36,2.29,1.0,Crystal Palace,True,Bournemouth,,1.22
