name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Scott Banks,Crystal Palace,Chelsea,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Brentford,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,West Ham,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Tottenham,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Liverpool,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Brighton,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Leeds United,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Arsenal,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Newcastle United,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Manchester City,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Wolverhampton,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Burnley,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Aston Villa,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Leicester City,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Manchester United,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Everton,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Southampton,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Tottenham,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Norwich,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,West Ham,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Brighton,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Liverpool,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Norwich,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Brentford,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Chelsea,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Watford,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Burnley,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Wolverhampton,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Manchester City,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Arsenal,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Leeds United,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Newcastle United,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Leicester City,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Southampton,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Watford,,True,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Aston Villa,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Everton,,False,0,,,,,0,,,0.0,0
Scott Banks,Crystal Palace,Manchester United,,True,0,,,,,0,,,0.0,0
