name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Julián Álvarez,FWD,Man City,0,0.0,2022-08-13,16,Bournemouth,208642,0,1,True
Julián Álvarez,FWD,Man City,0,0.0,2022-08-21,0,Newcastle United,162796,0,0,False
Julián Álvarez,FWD,Man City,0,0.0,2022-10-16,1,Liverpool,116955,0,1,False
Julián Álvarez,FWD,Man City,0,0.9,2022-08-07,12,West Ham,227813,0,1,False
Julián Álvarez,FWD,Man City,0,1.9,2022-10-08,20,Southampton,126639,0,1,True
Julián Álvarez,FWD,Man City,0,0.3,2022-12-31,3,Everton,152762,0,1,True
Julián Álvarez,FWD,Man City,0,0.0,2022-12-28,0,Leicester City,165122,0,0,False
Julián Álvarez,FWD,Man City,3,9.5,2022-11-05,63,Fulham,200276,0,9,True
Julián Álvarez,FWD,Man City,0,0.3,2022-10-29,76,Leeds United,126658,0,2,False
Julián Álvarez,FWD,Man City,2,13.2,2023-02-25,90,Bournemouth,195022,1,11,False
Julián Álvarez,FWD,Man City,0,2.6,2023-01-22,29,Wolverhampton,179445,0,1,True
Julián Álvarez,FWD,Man City,0,0.0,2023-01-05,0,Chelsea,155508,0,0,False
Julián Álvarez,FWD,Man City,0,3.6,2022-11-12,4,Brentford,193405,0,1,True
Julián Álvarez,FWD,Man City,0,0.2,2022-10-22,10,Brighton,109686,0,1,True
Julián Álvarez,FWD,Man City,0,0.0,2023-02-18,2,Nottingham Forest,198108,0,1,False
Julián Álvarez,FWD,Man City,0,0.0,2023-03-04,0,Newcastle United,212978,0,0,True
Julián Álvarez,FWD,Man City,0,4.3,2023-02-12,45,Aston Villa,211224,0,1,True
Julián Álvarez,FWD,Man City,0,0.0,2023-02-15,0,Arsenal,211224,0,0,False
Julián Álvarez,FWD,Man City,0,4.3,2023-02-05,90,Tottenham,181346,1,2,False
Julián Álvarez,FWD,Man City,0,5.5,2023-04-08,21,Southampton,263975,0,5,False
Julián Álvarez,FWD,Man City,0,0.0,2023-01-14,0,Manchester United,172206,0,0,False
Julián Álvarez,FWD,Man City,1,7.4,2023-01-19,90,Tottenham,172206,1,7,True
Julián Álvarez,FWD,Man City,0,2.0,2023-03-11,32,Crystal Palace,198756,0,1,False
Julián Álvarez,FWD,Man City,1,11.0,2023-04-01,90,Liverpool,213510,1,10,True
Julián Álvarez,FWD,Man City,0,1.6,2023-04-15,45,Leeds United,254790,0,1,True
Julián Álvarez,FWD,Man City,0,1.9,2022-09-17,18,Wolverhampton,150806,0,1,False
Julián Álvarez,FWD,Man City,0,5.5,2023-05-06,86,Leicester City,385655,1,2,True
Julián Álvarez,FWD,Man City,0,0.2,2023-04-26,10,Arsenal,229385,0,1,True
Julián Álvarez,FWD,Man City,0,0.9,2022-08-27,29,Crystal Palace,136116,0,1,True
Julián Álvarez,FWD,Man City,2,17.8,2022-08-31,90,Nottingham Forest,137602,0,12,True
Julián Álvarez,FWD,Man City,0,0.0,2022-09-03,0,Aston Villa,188372,0,0,False
Julián Álvarez,FWD,Man City,0,0.5,2022-10-02,15,Manchester United,137500,0,1,True
Julián Álvarez,FWD,Man City,0,0.0,2023-05-28,90,Brentford,903958,1,2,False
Julián Álvarez,FWD,Man City,0,1.7,2023-05-14,90,Everton,374381,1,2,False
Julián Álvarez,FWD,Man City,3,10.3,2023-04-30,82,Fulham,260183,1,12,False
Julián Álvarez,FWD,Man City,0,4.4,2023-05-03,76,West Ham,260183,1,2,True
Julián Álvarez,FWD,Man City,2,11.2,2023-05-21,90,Chelsea,664135,1,8,True
Julián Álvarez,FWD,Man City,0,1.7,2023-05-24,33,Brighton,664135,0,1,False
