name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.8,2023-03-19,25,Crystal Palace,2852296,0,1,True
Gabriel Fernando de Jesus,FWD,Arsenal,3,23.7,2022-08-13,83,Leeds United,6211795,0,19,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,10.3,2022-08-20,90,Bournemouth,7496318,0,4,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,4.9,2022-08-05,82,Crystal Palace,6018571,0,2,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,6.2,2022-10-09,90,Liverpool,7286361,0,5,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,4.1,2022-10-16,81,Leicester City,7324047,0,2,False
Gabriel Fernando de Jesus,FWD,Arsenal,1,20.4,2022-10-30,90,Nottingham Forest,6337194,0,9,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2022-12-26,0,West Ham,4183468,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,9.1,2022-11-06,90,Chelsea,6420680,0,2,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2022-12-31,0,Brighton,3575324,0,0,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,6.9,2022-10-23,90,Southampton,6433484,0,2,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,7.0,2022-11-12,90,Wolverhampton,6357613,1,2,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-01-22,0,Manchester United,3084111,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-02-18,0,Aston Villa,2880938,0,0,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-03-04,0,Bournemouth,2833722,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-01-03,0,Newcastle United,3388877,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,1,6.8,2023-04-09,79,Liverpool,3028101,1,7,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-02-25,0,Leeds United,2853521,0,0,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-03-01,0,Everton,2853521,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-02-04,0,Everton,2954923,0,0,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-02-11,0,Brentford,2912838,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-01-15,0,Tottenham,3187556,0,0,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.0,2023-02-15,0,Manchester City,2912838,0,0,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,2.5,2023-03-12,13,Fulham,2814464,0,1,False
Gabriel Fernando de Jesus,FWD,Arsenal,3,14.0,2023-04-01,59,Leicester City,2858114,1,12,True
Gabriel Fernando de Jesus,FWD,Arsenal,1,12.5,2022-09-18,90,Brentford,7527911,0,6,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,9.1,2023-04-21,90,Southampton,3747685,1,2,True
Gabriel Fernando de Jesus,FWD,Arsenal,2,7.3,2023-04-16,66,West Ham,3171370,1,7,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,14.2,2022-08-31,87,Aston Villa,8026017,0,6,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,11.5,2022-08-27,88,Fulham,7962228,0,1,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,8.8,2022-09-04,90,Manchester United,8025951,0,1,False
Gabriel Fernando de Jesus,FWD,Arsenal,2,14.8,2022-10-01,79,Tottenham,7253158,0,8,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,4.6,2023-05-07,86,Newcastle United,3188179,1,2,False
Gabriel Fernando de Jesus,FWD,Arsenal,0,0.8,2023-04-26,80,Manchester City,3280369,1,2,False
Gabriel Fernando de Jesus,FWD,Arsenal,3,0.0,2023-05-28,90,Wolverhampton,3243753,1,12,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,5.7,2023-05-14,76,Brighton,3163606,1,2,True
Gabriel Fernando de Jesus,FWD,Arsenal,1,12.3,2023-05-02,90,Chelsea,3174965,1,7,True
Gabriel Fernando de Jesus,FWD,Arsenal,0,10.0,2023-05-20,90,Nottingham Forest,3175332,1,1,False
