name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
David Raya Martin,GK,Brentford,0,1,0.0,0,2022-08-13,90,Manchester United,0,0,4,493521,0,7,True
David Raya Martin,GK,Brentford,3,1,0.0,0,2022-10-19,90,Chelsea,0,0,5,719021,0,10,True
David Raya Martin,GK,Brentford,0,0,1.35,1,2023-03-18,90,Leeds United,0,0,0,1792944,1,2,True
David Raya Martin,GK,Brentford,0,0,0.0,3,2022-08-20,90,Fulham,0,0,6,579074,0,3,False
David Raya Martin,GK,Brentford,2,1,0.0,0,2022-10-14,90,Brighton,0,0,7,729615,0,10,True
David Raya Martin,GK,Brentford,0,0,0.0,2,2022-08-07,90,Leeds United,0,0,3,495719,0,2,False
David Raya Martin,GK,Brentford,0,0,0.0,5,2022-10-08,90,Newcastle United,0,0,2,743449,0,0,False
David Raya Martin,GK,Brentford,0,0,1.0686,2,2022-12-26,90,Tottenham,0,0,6,730071,1,3,True
David Raya Martin,GK,Brentford,2,1,1.2417,0,2022-12-30,90,West Ham,0,0,5,729165,1,9,False
David Raya Martin,GK,Brentford,0,0,0.0,1,2022-10-29,90,Wolverhampton,0,0,3,889931,0,3,True
David Raya Martin,GK,Brentford,0,0,0.0,2,2022-11-05,90,Nottingham Forest,0,0,5,900453,0,2,False
David Raya Martin,GK,Brentford,3,1,0.5014,0,2023-01-22,90,Leicester City,0,0,5,918063,1,10,False
David Raya Martin,GK,Brentford,0,0,2.0257,1,2023-01-02,90,Liverpool,0,0,4,754574,1,3,True
David Raya Martin,GK,Brentford,0,0,1.6078,1,2022-11-12,90,Manchester City,0,0,5,837925,1,3,False
David Raya Martin,GK,Brentford,0,0,0.0,4,2022-10-23,90,Aston Villa,0,0,7,841367,0,2,False
David Raya Martin,GK,Brentford,0,0,1.11,1,2023-02-18,90,Crystal Palace,0,0,3,1107985,1,3,True
David Raya Martin,GK,Brentford,0,0,1.42,2,2023-03-06,90,Fulham,0,0,3,1481116,1,2,True
David Raya Martin,GK,Brentford,0,1,0.63,0,2023-02-04,90,Southampton,0,0,5,1012532,1,7,True
David Raya Martin,GK,Brentford,2,0,1.68,1,2023-02-11,90,Arsenal,0,0,6,1019273,1,6,False
David Raya Martin,GK,Brentford,0,0,1.18,2,2023-04-08,90,Newcastle United,1,0,3,1883173,1,0,True
David Raya Martin,GK,Brentford,0,1,0.4727,0,2023-01-14,90,Bournemouth,0,0,2,847192,1,5,True
David Raya Martin,GK,Brentford,0,0,1.03,1,2023-03-11,90,Everton,0,0,5,1761054,1,3,False
David Raya Martin,GK,Brentford,0,1,0.51,0,2023-03-15,90,Southampton,0,0,0,1761054,1,6,False
David Raya Martin,GK,Brentford,2,0,4.45,3,2023-04-01,90,Brighton,0,0,11,1865398,1,6,False
David Raya Martin,GK,Brentford,0,0,1.1,1,2023-04-05,90,Manchester United,0,0,2,1865398,1,2,False
David Raya Martin,GK,Brentford,0,0,1.91,1,2023-04-22,90,Aston Villa,0,0,1,1756146,1,2,True
David Raya Martin,GK,Brentford,2,0,0.73,2,2023-04-15,90,Wolverhampton,0,0,7,1876944,1,5,False
David Raya Martin,GK,Brentford,0,0,0.0,3,2022-09-18,90,Arsenal,0,0,4,655913,0,2,True
David Raya Martin,GK,Brentford,0,0,2.08,1,2023-05-06,90,Liverpool,0,0,4,1773200,1,3,False
David Raya Martin,GK,Brentford,2,1,1.24,0,2023-04-26,90,Chelsea,0,0,4,1867865,1,9,False
David Raya Martin,GK,Brentford,2,0,0.0,1,2022-08-27,90,Everton,0,0,6,611992,0,6,True
David Raya Martin,GK,Brentford,0,0,0.0,1,2022-08-30,90,Crystal Palace,0,0,3,634308,0,3,False
David Raya Martin,GK,Brentford,0,0,0.0,2,2022-09-03,90,Leicester City,0,0,4,676343,0,2,True
David Raya Martin,GK,Brentford,0,1,0.0,0,2022-10-01,90,Bournemouth,0,0,0,729000,0,6,False
David Raya Martin,GK,Brentford,0,1,0.64,0,2023-05-28,90,Manchester City,0,0,2,1642126,1,6,True
David Raya Martin,GK,Brentford,0,1,0.22,0,2023-05-14,90,West Ham,0,0,4,1743082,1,7,True
David Raya Martin,GK,Brentford,0,0,0.75,1,2023-04-29,90,Nottingham Forest,0,0,2,1771835,1,2,True
David Raya Martin,GK,Brentford,0,0,1.89,1,2023-05-20,90,Tottenham,0,0,6,1659045,1,4,False
